id_venda;data_venda;cliente_id;produto_id;vendedor_responsavel_id;canal_venda;quantidade;preco_unitario;valor_bruto;desconto_percentual;valor_desconto;valor_liquido;custo_total;lucro_bruto;margem_percentual;forma_pagamento;parcelas;status;cidade_entrega;estado_entrega;centro_custo;observacoes
VEN0126;2025-09-30;CLI053;PROD035;FUN030;WhatsApp;2;87.94;175.88;0.0;0.0;175.88;64.0;111.88;63.6;Cartão de Débito;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0127;2025-10-01;CLI043;PROD011;FUN039;Loja Física;1;283.61;283.61;5.0;14.18;0.0;127.0;0.0;0.0;PIX;1;Cancelada;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0128;2025-10-01;CLI053;PROD036;FUN026;E-commerce;1;281.02;281.02;0.0;0.0;281.02;119.0;162.02;57.7;PIX;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0129;2025-10-02;CLI081;PROD078;FUN036;Loja Física;1;300.12;300.12;0.0;0.0;300.12;136.0;164.12;54.7;Cartão de Crédito;6;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0130;2025-10-03;CLI075;PROD026;FUN024;Loja Física;3;184.7;554.1;0.0;0.0;0.0;258.0;0.0;0.0;Cartão de Crédito;1;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0131;2025-10-03;CLI052;PROD031;FUN039;E-commerce;2;172.09;344.18;0.0;0.0;344.18;198.0;146.18;42.5;Boleto;4;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0132;2025-10-03;CLI002;PROD028;FUN027;Loja Física;1;294.47;294.47;0.0;0.0;294.47;121.0;173.47;58.9;Cartão de Crédito;2;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0133;2025-10-04;CLI116;PROD028;FUN037;WhatsApp;1;294.47;294.47;0.0;0.0;294.47;121.0;173.47;58.9;PIX;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0134;2025-10-04;CLI049;PROD008;FUN025;Loja Física;1;374.42;374.42;0.0;0.0;0.0;152.0;0.0;0.0;Boleto;1;Cancelada;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0135;2025-10-06;CLI112;PROD027;FUN038;E-commerce;1;74.8;74.8;0.0;0.0;74.8;28.0;46.8;62.6;Boleto;2;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0136;2025-10-06;CLI070;PROD023;FUN031;Loja Física;1;481.91;481.91;0.0;0.0;481.91;177.0;304.91;63.3;Cartão de Crédito;3;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0137;2025-10-06;CLI052;PROD053;FUN028;Loja Física;1;369.45;369.45;0.0;0.0;369.45;165.0;204.45;55.3;Cartão de Crédito;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0138;2025-10-08;CLI006;PROD079;FUN039;Loja Física;1;293.22;293.22;0.0;0.0;0.0;123.0;0.0;0.0;Cartão de Crédito;2;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0139;2025-10-08;CLI116;PROD058;FUN032;Loja Física;2;106.34;212.68;0.0;0.0;212.68;88.0;124.68;58.6;PIX;3;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0140;2025-10-09;CLI112;PROD021;FUN037;Loja Física;2;369.09;738.18;0.0;0.0;0.0;360.0;0.0;0.0;PIX;1;Cancelada;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0141;2025-10-09;CLI060;PROD029;FUN021;Loja Física;1;298.41;298.41;0.0;0.0;298.41;168.0;130.41;43.7;Cartão de Crédito;6;Concluída;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0142;2025-10-09;CLI060;PROD022;FUN024;Loja Física;1;162.46;162.46;5.0;8.12;154.34;68.0;86.34;55.9;Boleto;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0143;2025-10-10;CLI047;PROD039;FUN028;Loja Física;1;57.26;57.26;0.0;0.0;57.26;27.0;30.26;52.8;PIX;2;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0144;2025-10-10;CLI112;PROD068;FUN039;WhatsApp;1;318.09;318.09;0.0;0.0;0.0;122.0;0.0;0.0;Cartão de Crédito;3;Cancelada;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0145;2025-10-10;CLI044;PROD077;FUN039;WhatsApp;2;177.76;355.52;0.0;0.0;355.52;130.0;225.52;63.4;PIX;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda regular.
VEN0146;2025-10-10;CLI043;PROD029;FUN024;WhatsApp;2;298.41;596.82;0.0;0.0;0.0;336.0;0.0;0.0;Boleto;4;Cancelada;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0147;2025-10-10;CLI044;PROD006;FUN032;E-commerce;2;76.32;152.64;5.0;7.63;145.01;70.0;75.01;51.7;Cartão de Débito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda regular.
VEN0148;2025-10-10;CLI049;PROD013;FUN024;Loja Física;1;144.71;144.71;5.0;7.24;137.47;75.0;62.47;45.4;Boleto;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0149;2025-10-11;CLI042;PROD015;FUN021;Loja Física;1;304.13;304.13;0.0;0.0;304.13;112.0;192.13;63.2;Cartão de Débito;4;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0150;2025-10-11;CLI043;PROD010;FUN022;Loja Física;2;65.95;131.9;0.0;0.0;131.9;60.0;71.9;54.5;Boleto;2;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0151;2025-10-12;CLI108;PROD017;FUN022;WhatsApp;2;252.12;504.24;0.0;0.0;0.0;246.0;0.0;0.0;Boleto;4;Cancelada;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0152;2025-10-13;CLI112;PROD013;FUN021;E-commerce;1;144.71;144.71;5.0;7.24;137.47;75.0;62.47;45.4;Cartão de Crédito;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0153;2025-10-13;CLI038;PROD070;FUN035;E-commerce;1;110.81;110.81;0.0;0.0;110.81;48.0;62.81;56.7;Cartão de Crédito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda regular.
VEN0154;2025-10-14;CLI046;PROD066;FUN021;Loja Física;2;204.6;409.2;0.0;0.0;409.2;160.0;249.2;60.9;Boleto;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0155;2025-10-15;CLI013;PROD042;FUN039;E-commerce;2;109.51;219.02;0.0;0.0;219.02;118.0;101.02;46.1;Cartão de Crédito;2;Concluída;Osasco;SP;CC-COMERCIAL;Venda regular.
VEN0156;2025-10-15;CLI087;PROD020;FUN029;E-commerce;1;449.09;449.09;0.0;0.0;449.09;178.0;271.09;60.4;PIX;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0157;2025-10-15;CLI104;PROD038;FUN030;Loja Física;2;137.27;274.54;0.0;0.0;274.54;120.0;154.54;56.3;Cartão de Crédito;3;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0158;2025-10-15;CLI035;PROD015;FUN037;Loja Física;1;304.13;304.13;0.0;0.0;0.0;112.0;0.0;0.0;PIX;3;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0159;2025-10-17;CLI006;PROD056;FUN037;Loja Física;1;129.22;129.22;0.0;0.0;129.22;73.0;56.22;43.5;Cartão de Crédito;2;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0160;2025-10-17;CLI034;PROD026;FUN028;E-commerce;1;184.7;184.7;0.0;0.0;184.7;86.0;98.7;53.4;PIX;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0161;2025-10-18;CLI052;PROD022;FUN038;E-commerce;1;162.46;162.46;0.0;0.0;162.46;68.0;94.46;58.1;Cartão de Crédito;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0162;2025-10-18;CLI065;PROD048;FUN027;Loja Física;1;85.11;85.11;0.0;0.0;85.11;36.0;49.11;57.7;Cartão de Débito;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0163;2025-10-18;CLI115;PROD015;FUN035;E-commerce;1;304.13;304.13;0.0;0.0;0.0;112.0;0.0;0.0;PIX;1;Cancelada;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0164;2025-10-18;CLI073;PROD011;FUN039;WhatsApp;3;283.61;850.83;0.0;0.0;850.83;381.0;469.83;55.2;Boleto;4;Concluída;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0165;2025-10-19;CLI073;PROD009;FUN036;WhatsApp;4;160.97;643.88;0.0;0.0;0.0;256.0;0.0;0.0;PIX;1;Cancelada;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0166;2025-10-19;CLI013;PROD013;FUN021;Loja Física;1;144.71;144.71;5.0;7.24;137.47;75.0;62.47;45.4;PIX;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda regular.
VEN0167;2025-10-19;CLI104;PROD011;FUN038;E-commerce;1;283.61;283.61;0.0;0.0;283.61;127.0;156.61;55.2;Boleto;4;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0168;2025-10-20;CLI069;PROD059;FUN028;Loja Física;2;73.44;146.88;0.0;0.0;146.88;60.0;86.88;59.2;Boleto;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0169;2025-10-20;CLI060;PROD046;FUN037;E-commerce;1;404.19;404.19;5.0;20.21;0.0;151.0;0.0;0.0;Cartão de Crédito;4;Cancelada;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0170;2025-10-20;CLI037;PROD077;FUN031;Loja Física;3;177.76;533.28;0.0;0.0;0.0;195.0;0.0;0.0;Cartão de Crédito;4;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0171;2025-10-21;CLI049;PROD030;FUN034;Loja Física;1;102.21;102.21;0.0;0.0;0.0;39.0;0.0;0.0;Boleto;4;Cancelada;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0172;2025-10-21;CLI074;PROD033;FUN034;WhatsApp;2;158.79;317.58;0.0;0.0;0.0;126.0;0.0;0.0;Cartão de Crédito;1;Cancelada;Osasco;SP;CC-COMERCIAL;Venda regular.
VEN0173;2025-10-21;CLI116;PROD024;FUN036;E-commerce;2;120.51;241.02;5.0;12.05;228.97;136.0;92.97;40.6;Boleto;3;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0174;2025-10-21;CLI024;PROD002;FUN025;Loja Física;2;386.26;772.52;5.0;38.63;733.89;294.0;439.89;59.9;Cartão de Débito;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0175;2025-10-21;CLI066;PROD003;FUN025;WhatsApp;2;160.15;320.3;0.0;0.0;320.3;142.0;178.3;55.7;PIX;2;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0176;2025-10-22;CLI120;PROD051;FUN026;Loja Física;1;366.05;366.05;0.0;0.0;366.05;179.0;187.05;51.1;Boleto;1;Concluída;Santo André;SP;CC-COMERCIAL;Venda regular.
VEN0177;2025-10-23;CLI049;PROD008;FUN030;WhatsApp;3;374.42;1123.26;0.0;0.0;1123.26;456.0;667.26;59.4;Cartão de Crédito;6;Concluída;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0178;2025-10-23;CLI116;PROD019;FUN033;Loja Física;1;257.17;257.17;0.0;0.0;0.0;151.0;0.0;0.0;PIX;6;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0179;2025-10-23;CLI112;PROD045;FUN035;E-commerce;1;233.84;233.84;0.0;0.0;233.84;102.0;131.84;56.4;Cartão de Crédito;2;Devolvida;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0180;2025-10-24;CLI108;PROD008;FUN026;E-commerce;1;374.42;374.42;0.0;0.0;374.42;152.0;222.42;59.4;PIX;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0181;2025-10-24;CLI071;PROD050;FUN025;Loja Física;2;321.78;643.56;0.0;0.0;643.56;340.0;303.56;47.2;Boleto;6;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0182;2025-10-24;CLI002;PROD043;FUN022;WhatsApp;2;124.41;248.82;0.0;0.0;248.82;144.0;104.82;42.1;PIX;3;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0183;2025-10-24;CLI037;PROD001;FUN034;Loja Física;3;144.71;434.13;0.0;0.0;0.0;201.0;0.0;0.0;Cartão de Crédito;6;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0184;2025-10-25;CLI092;PROD063;FUN033;Loja Física;2;363.41;726.82;0.0;0.0;726.82;282.0;444.82;61.2;Cartão de Crédito;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0185;2025-10-25;CLI010;PROD006;FUN039;Loja Física;2;76.32;152.64;0.0;0.0;152.64;70.0;82.64;54.1;Cartão de Crédito;1;Devolvida;Santo André;SP;CC-COMERCIAL;Venda regular.
VEN0186;2025-10-25;CLI101;PROD014;FUN036;E-commerce;1;373.62;373.62;0.0;0.0;373.62;168.0;205.62;55.0;Cartão de Crédito;2;Concluída;Santo André;SP;CC-COMERCIAL;Venda regular.
VEN0187;2025-10-25;CLI086;PROD031;FUN029;E-commerce;1;172.09;172.09;0.0;0.0;172.09;99.0;73.09;42.5;Boleto;4;Devolvida;Santo André;SP;CC-COMERCIAL;Venda regular.
VEN0188;2025-10-26;CLI048;PROD037;FUN026;Loja Física;1;465.86;465.86;0.0;0.0;465.86;173.0;292.86;62.9;PIX;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0189;2025-10-26;CLI073;PROD048;FUN039;WhatsApp;1;85.11;85.11;5.0;4.26;80.85;36.0;44.85;55.5;PIX;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0190;2025-10-26;CLI043;PROD023;FUN034;Loja Física;1;481.91;481.91;0.0;0.0;481.91;177.0;304.91;63.3;Cartão de Crédito;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0191;2025-10-27;CLI078;PROD046;FUN023;E-commerce;2;404.19;808.38;0.0;0.0;808.38;302.0;506.38;62.6;Cartão de Débito;4;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0192;2025-10-27;CLI068;PROD026;FUN038;E-commerce;2;184.7;369.4;0.0;0.0;369.4;172.0;197.4;53.4;Cartão de Crédito;3;Devolvida;Guarulhos;SP;CC-COMERCIAL;Venda regular.
VEN0193;2025-10-27;CLI114;PROD065;FUN032;E-commerce;1;277.85;277.85;0.0;0.0;277.85;147.0;130.85;47.1;PIX;6;Concluída;Osasco;SP;CC-COMERCIAL;Venda regular.
VEN0194;2025-10-29;CLI071;PROD036;FUN023;Loja Física;2;281.02;562.04;0.0;0.0;562.04;238.0;324.04;57.7;Boleto;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0195;2025-10-29;CLI052;PROD042;FUN028;E-commerce;3;109.51;328.53;0.0;0.0;328.53;177.0;151.53;46.1;Boleto;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0196;2025-10-30;CLI072;PROD041;FUN026;Loja Física;4;261.74;1046.96;5.0;52.35;994.61;528.0;466.61;46.9;Boleto;1;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda regular.
VEN0197;2025-10-30;CLI073;PROD016;FUN029;E-commerce;3;208.07;624.21;5.0;31.21;593.0;297.0;296.0;49.9;Cartão de Débito;3;Devolvida;Barueri;SP;CC-COMERCIAL;Venda regular.
VEN0198;2025-10-30;CLI069;PROD044;FUN021;Loja Física;2;114.13;228.26;0.0;0.0;228.26;86.0;142.26;62.3;Cartão de Débito;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0199;2025-10-31;CLI027;PROD058;FUN039;Loja Física;1;106.34;106.34;0.0;0.0;106.34;44.0;62.34;58.6;Boleto;2;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda regular.
VEN0200;2025-11-01;CLI101;PROD005;FUN029;WhatsApp;1;159.53;159.53;5.0;7.98;151.55;62.0;89.55;59.1;PIX;1;Concluída;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0201;2025-11-01;CLI042;PROD007;FUN033;Loja Física;1;239.77;239.77;15.0;35.97;203.8;138.0;65.8;32.3;PIX;4;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0202;2025-11-01;CLI036;PROD023;FUN027;E-commerce;1;481.91;481.91;15.0;72.29;409.62;177.0;232.62;56.8;PIX;3;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0203;2025-11-01;CLI002;PROD023;FUN038;Loja Física;1;481.91;481.91;5.0;24.1;457.81;177.0;280.81;61.3;Cartão de Crédito;2;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0204;2025-11-01;CLI049;PROD044;FUN036;E-commerce;1;114.13;114.13;5.0;5.71;108.42;43.0;65.42;60.3;Cartão de Crédito;1;Devolvida;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0205;2025-11-02;CLI052;PROD079;FUN036;Loja Física;1;293.22;293.22;15.0;43.98;249.24;123.0;126.24;50.6;Cartão de Crédito;2;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0206;2025-11-02;CLI101;PROD050;FUN029;E-commerce;1;321.78;321.78;15.0;48.27;273.51;170.0;103.51;37.8;Cartão de Débito;2;Concluída;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0207;2025-11-02;CLI001;PROD076;FUN036;E-commerce;3;149.13;447.39;10.0;44.74;402.65;228.0;174.65;43.4;PIX;3;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0208;2025-11-02;CLI056;PROD047;FUN036;WhatsApp;2;190.31;380.62;15.0;57.09;323.53;144.0;179.53;55.5;PIX;6;Concluída;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0209;2025-11-02;CLI022;PROD012;FUN036;E-commerce;4;384.61;1538.44;20.0;307.69;0.0;580.0;0.0;0.0;Boleto;4;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0210;2025-11-02;CLI002;PROD026;FUN038;E-commerce;3;184.7;554.1;15.0;83.11;470.99;258.0;212.99;45.2;Boleto;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0211;2025-11-03;CLI063;PROD038;FUN024;Loja Física;3;137.27;411.81;15.0;61.77;350.04;180.0;170.04;48.6;PIX;2;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0212;2025-11-03;CLI081;PROD003;FUN030;WhatsApp;2;160.15;320.3;5.0;16.02;304.28;142.0;162.28;53.3;Cartão de Débito;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0213;2025-11-03;CLI105;PROD021;FUN036;WhatsApp;2;369.09;738.18;15.0;110.73;627.45;360.0;267.45;42.6;Boleto;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0214;2025-11-03;CLI093;PROD005;FUN030;E-commerce;1;159.53;159.53;10.0;15.95;143.58;62.0;81.58;56.8;Cartão de Crédito;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0215;2025-11-05;CLI047;PROD002;FUN032;E-commerce;2;386.26;772.52;5.0;38.63;0.0;294.0;0.0;0.0;Boleto;1;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0216;2025-11-06;CLI073;PROD034;FUN032;E-commerce;3;164.97;494.91;15.0;74.24;420.67;267.0;153.67;36.5;Cartão de Crédito;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0217;2025-11-06;CLI114;PROD020;FUN025;WhatsApp;3;449.09;1347.27;5.0;67.36;1279.91;534.0;745.91;58.3;Cartão de Débito;2;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0218;2025-11-06;CLI116;PROD024;FUN038;Loja Física;1;120.51;120.51;15.0;18.08;102.43;68.0;34.43;33.6;Boleto;2;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0219;2025-11-06;CLI026;PROD008;FUN030;Loja Física;1;374.42;374.42;5.0;18.72;355.7;152.0;203.7;57.3;Cartão de Crédito;3;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0220;2025-11-06;CLI081;PROD047;FUN022;E-commerce;1;190.31;190.31;15.0;28.55;161.76;72.0;89.76;55.5;PIX;6;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0221;2025-11-06;CLI018;PROD039;FUN033;WhatsApp;1;57.26;57.26;5.0;2.86;54.4;27.0;27.4;50.4;Cartão de Débito;4;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0222;2025-11-07;CLI049;PROD042;FUN025;E-commerce;2;109.51;219.02;10.0;21.9;197.12;118.0;79.12;40.1;PIX;4;Devolvida;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0223;2025-11-07;CLI002;PROD073;FUN029;Loja Física;1;188.38;188.38;15.0;28.26;160.12;77.0;83.12;51.9;PIX;3;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0224;2025-11-07;CLI116;PROD047;FUN031;Loja Física;1;190.31;190.31;5.0;9.52;0.0;72.0;0.0;0.0;PIX;1;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0225;2025-11-07;CLI035;PROD073;FUN021;Loja Física;2;188.38;376.76;5.0;18.84;357.92;154.0;203.92;57.0;Cartão de Crédito;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0226;2025-11-07;CLI112;PROD026;FUN026;E-commerce;2;184.7;369.4;5.0;18.47;350.93;172.0;178.93;51.0;PIX;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0227;2025-11-08;CLI002;PROD019;FUN036;E-commerce;2;257.17;514.34;10.0;51.43;462.91;302.0;160.91;34.8;PIX;6;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0228;2025-11-08;CLI107;PROD029;FUN026;Loja Física;2;298.41;596.82;5.0;29.84;566.98;336.0;230.98;40.7;Cartão de Débito;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0229;2025-11-08;CLI086;PROD032;FUN027;Loja Física;2;222.05;444.1;10.0;44.41;399.69;250.0;149.69;37.5;Cartão de Crédito;6;Concluída;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0230;2025-11-08;CLI042;PROD013;FUN030;E-commerce;3;144.71;434.13;15.0;65.12;369.01;225.0;144.01;39.0;Cartão de Débito;3;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0231;2025-11-08;CLI002;PROD009;FUN034;WhatsApp;1;160.97;160.97;5.0;8.05;0.0;64.0;0.0;0.0;Cartão de Crédito;3;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0232;2025-11-09;CLI020;PROD065;FUN027;Loja Física;2;277.85;555.7;5.0;27.79;527.91;294.0;233.91;44.3;Cartão de Débito;6;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0233;2025-11-09;CLI112;PROD002;FUN022;Loja Física;2;386.26;772.52;10.0;77.25;695.27;294.0;401.27;57.7;Boleto;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0234;2025-11-10;CLI042;PROD031;FUN035;Loja Física;1;172.09;172.09;10.0;17.21;0.0;99.0;0.0;0.0;Cartão de Débito;1;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0235;2025-11-10;CLI104;PROD080;FUN029;E-commerce;2;139.03;278.06;10.0;27.81;250.25;160.0;90.25;36.1;Cartão de Débito;1;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0236;2025-11-10;CLI042;PROD018;FUN030;Loja Física;2;160.85;321.7;10.0;32.17;289.53;186.0;103.53;35.8;Boleto;1;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0237;2025-11-11;CLI042;PROD014;FUN033;Loja Física;1;373.62;373.62;15.0;56.04;317.58;168.0;149.58;47.1;PIX;3;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0238;2025-11-11;CLI016;PROD028;FUN029;Loja Física;1;294.47;294.47;10.0;29.45;265.02;121.0;144.02;54.3;Cartão de Débito;6;Concluída;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0239;2025-11-11;CLI116;PROD036;FUN037;E-commerce;2;281.02;562.04;10.0;56.2;505.84;238.0;267.84;52.9;Cartão de Crédito;1;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0240;2025-11-12;CLI073;PROD015;FUN028;E-commerce;1;304.13;304.13;5.0;15.21;288.92;112.0;176.92;61.2;Cartão de Débito;4;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0241;2025-11-13;CLI114;PROD023;FUN036;Loja Física;1;481.91;481.91;15.0;72.29;409.62;177.0;232.62;56.8;Cartão de Crédito;1;Devolvida;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0242;2025-11-13;CLI111;PROD040;FUN025;Loja Física;1;216.48;216.48;10.0;21.65;194.83;92.0;102.83;52.8;Cartão de Débito;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0243;2025-11-13;CLI044;PROD048;FUN034;Loja Física;2;85.11;170.22;15.0;25.53;144.69;72.0;72.69;50.2;Cartão de Débito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0244;2025-11-13;CLI114;PROD028;FUN036;Loja Física;1;294.47;294.47;15.0;44.17;250.3;121.0;129.3;51.7;Boleto;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0245;2025-11-14;CLI116;PROD007;FUN032;E-commerce;1;239.77;239.77;15.0;35.97;203.8;138.0;65.8;32.3;PIX;4;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0246;2025-11-14;CLI013;PROD072;FUN035;Loja Física;1;145.08;145.08;15.0;21.76;123.32;52.0;71.32;57.8;PIX;6;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0247;2025-11-14;CLI073;PROD012;FUN022;E-commerce;2;384.61;769.22;15.0;115.38;653.84;290.0;363.84;55.6;PIX;2;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0248;2025-11-14;CLI053;PROD036;FUN021;WhatsApp;2;281.02;562.04;15.0;84.31;477.73;238.0;239.73;50.2;Cartão de Crédito;4;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
