id_compra;data_compra;fornecedor_id;produto_id;quantidade;custo_unitario;frete;valor_total;data_prevista_entrega;status;competencia
COMP00600;2024-04-01;FOR007;PROD052;10;77.34;45.0;818.4;2024-04-06;Recebida;2024-04
COMP00601;2024-04-02;FOR002;PROD053;17;71.76;45.0;1264.92;2024-04-09;Recebida;2024-04
COMP00602;2024-04-01;FOR011;PROD054;26;28.5;45.84;786.84;2024-04-13;Recebida;2024-04
COMP00603;2024-04-02;FOR015;PROD055;10;37.57;45.0;420.7;2024-04-17;Recebida;2024-04
COMP00604;2024-04-01;FOR005;PROD056;20;68.18;45.0;1408.6;2024-04-21;Recebida;2024-04
COMP00605;2024-04-05;FOR017;PROD057;13;103.79;45.0;1394.27;2024-04-20;Recebida;2024-04
COMP00606;2024-04-03;FOR014;PROD058;10;148.3;45.0;1528.0;2024-04-13;Recebida;2024-04
COMP00607;2024-04-05;FOR016;PROD059;19;53.84;45.0;1067.96;2024-04-25;Recebida;2024-04
COMP00608;2024-04-02;FOR003;PROD060;10;87.27;45.0;917.7;2024-04-09;Recebida;2024-04
COMP00609;2024-04-02;FOR007;PROD061;14;58.05;45.0;857.7;2024-04-07;Recebida;2024-04
COMP00610;2024-04-01;FOR004;PROD062;23;70.22;45.0;1660.06;2024-04-21;Recebida;2024-04
COMP00611;2024-04-01;FOR005;PROD063;19;60.78;45.0;1199.82;2024-04-21;Recebida;2024-04
COMP00612;2024-04-03;FOR002;PROD064;33;44.26;50.08;1510.66;2024-04-10;Recebida;2024-04
COMP00613;2024-04-02;FOR010;PROD065;16;81.74;45.0;1352.84;2024-04-17;Recebida;2024-04
COMP00614;2024-04-05;FOR018;PROD066;20;72.19;45.0;1488.8;2024-04-10;Recebida;2024-04
COMP00615;2024-04-02;FOR015;PROD067;13;124.3;45.0;1660.9;2024-04-17;Recebida;2024-04
COMP00616;2024-04-05;FOR014;PROD068;10;78.28;45.0;827.8;2024-04-15;Recebida;2024-04
COMP00617;2024-04-03;FOR011;PROD069;15;87.61;45.0;1359.15;2024-04-15;Recebida;2024-04
COMP00618;2024-04-05;FOR015;PROD071;12;67.22;45.0;851.64;2024-04-20;Recebida;2024-04
COMP00619;2024-04-03;FOR014;PROD072;10;25.33;45.0;298.3;2024-04-13;Recebida;2024-04
COMP00620;2024-04-03;FOR005;PROD073;23;46.31;45.0;1110.13;2024-04-23;Recebida;2024-04
COMP00621;2024-04-04;FOR017;PROD074;12;67.61;45.0;856.32;2024-04-19;Recebida;2024-04
COMP00622;2024-04-01;FOR011;PROD075;15;79.11;45.0;1231.65;2024-04-13;Recebida;2024-04
COMP00623;2024-04-04;FOR002;PROD076;11;152.31;45.0;1720.41;2024-04-11;Recebida;2024-04
COMP00624;2024-04-03;FOR011;PROD078;12;78.58;45.0;987.96;2024-04-15;Recebida;2024-04
COMP00625;2024-04-04;FOR014;PROD079;15;68.47;45.0;1072.05;2024-04-14;Recebida;2024-04
COMP00626;2024-04-02;FOR001;PROD080;14;51.42;45.0;764.88;2024-04-17;Recebida;2024-04
COMP00627;2024-05-03;FOR017;PROD001;12;30.52;45.0;411.24;2024-05-18;Recebida;2024-05
COMP00628;2024-05-03;FOR009;PROD002;12;60.67;45.0;773.04;2024-05-13;Recebida;2024-05
COMP00629;2024-05-03;FOR017;PROD003;15;88.51;45.0;1372.65;2024-05-18;Recebida;2024-05
COMP00630;2024-05-04;FOR009;PROD004;28;138.19;45.0;3914.32;2024-05-14;Recebida;2024-05
COMP00631;2024-05-04;FOR009;PROD005;10;50.36;45.0;548.6;2024-05-14;Recebida;2024-05
COMP00632;2024-05-01;FOR009;PROD006;10;64.79;45.0;692.9;2024-05-11;Recebida;2024-05
COMP00633;2024-05-04;FOR006;PROD007;10;69.8;45.0;743.0;2024-05-09;Recebida;2024-05
COMP00634;2024-05-03;FOR004;PROD008;18;79.71;45.0;1479.78;2024-05-23;Recebida;2024-05
COMP00635;2024-05-01;FOR015;PROD009;29;22.53;45.0;698.37;2024-05-16;Recebida;2024-05
COMP00636;2024-05-05;FOR003;PROD010;20;55.14;45.0;1147.8;2024-05-12;Recebida;2024-05
COMP00637;2024-05-02;FOR015;PROD011;12;70.05;45.0;885.6;2024-05-17;Recebida;2024-05
COMP00638;2024-05-05;FOR018;PROD013;16;105.91;45.0;1739.56;2024-05-10;Recebida;2024-05
COMP00639;2024-05-04;FOR008;PROD016;10;65.91;45.0;704.1;2024-05-19;Recebida;2024-05
COMP00640;2024-05-04;FOR014;PROD017;19;70.63;45.0;1386.97;2024-05-14;Recebida;2024-05
COMP00641;2024-05-01;FOR001;PROD018;23;26.25;45.0;648.75;2024-05-16;Recebida;2024-05
COMP00642;2024-05-03;FOR010;PROD019;13;36.5;45.0;519.5;2024-05-18;Recebida;2024-05
COMP00643;2024-05-04;FOR004;PROD020;20;91.7;45.0;1879.0;2024-05-24;Recebida;2024-05
COMP00644;2024-05-02;FOR004;PROD021;10;72.06;45.0;765.6;2024-05-22;Recebida;2024-05
COMP00645;2024-05-01;FOR015;PROD022;21;138.89;45.0;2961.69;2024-05-16;Recebida;2024-05
COMP00646;2024-05-03;FOR015;PROD023;10;65.76;45.0;702.6;2024-05-18;Recebida;2024-05
COMP00647;2024-05-05;FOR018;PROD024;10;84.45;45.0;889.5;2024-05-10;Recebida;2024-05
COMP00648;2024-05-01;FOR012;PROD025;17;68.11;45.0;1202.87;2024-05-08;Recebida;2024-05
COMP00649;2024-05-01;FOR016;PROD026;17;91.02;45.0;1592.34;2024-05-21;Recebida;2024-05
COMP00650;2024-05-01;FOR002;PROD027;18;67.14;45.0;1253.52;2024-05-08;Recebida;2024-05
COMP00651;2024-05-03;FOR015;PROD028;21;57.02;45.0;1242.42;2024-05-18;Recebida;2024-05
COMP00652;2024-05-04;FOR014;PROD029;13;72.8;45.0;991.4;2024-05-14;Recebida;2024-05
COMP00653;2024-05-04;FOR001;PROD030;12;114.51;45.0;1419.12;2024-05-19;Recebida;2024-05
COMP00654;2024-05-03;FOR016;PROD031;19;122.38;45.0;2370.22;2024-05-23;Recebida;2024-05
COMP00655;2024-05-05;FOR004;PROD032;10;51.99;45.0;564.9;2024-05-25;Recebida;2024-05
COMP00656;2024-05-05;FOR016;PROD033;10;88.63;45.0;931.3;2024-05-25;Recebida;2024-05
COMP00657;2024-05-03;FOR002;PROD034;10;57.6;45.0;621.0;2024-05-10;Recebida;2024-05
COMP00658;2024-05-04;FOR008;PROD035;22;77.42;45.0;1748.24;2024-05-19;Recebida;2024-05
COMP00659;2024-05-02;FOR004;PROD036;10;36.79;45.0;412.9;2024-05-22;Recebida;2024-05
COMP00660;2024-05-05;FOR006;PROD037;17;49.52;45.0;886.84;2024-05-10;Recebida;2024-05
COMP00661;2024-05-05;FOR016;PROD038;14;71.89;45.0;1051.46;2024-05-25;Recebida;2024-05
COMP00662;2024-05-03;FOR011;PROD039;10;101.9;45.0;1064.0;2024-05-15;Recebida;2024-05
COMP00663;2024-05-02;FOR002;PROD040;17;116.12;45.0;2019.04;2024-05-09;Recebida;2024-05
COMP00664;2024-05-04;FOR017;PROD041;13;77.81;45.0;1056.53;2024-05-19;Recebida;2024-05
COMP00665;2024-05-03;FOR009;PROD042;14;80.15;45.0;1167.1;2024-05-13;Recebida;2024-05
COMP00666;2024-05-01;FOR002;PROD043;10;89.71;45.0;942.1;2024-05-08;Recebida;2024-05
COMP00667;2024-05-01;FOR001;PROD044;26;58.79;46.3;1574.84;2024-05-16;Recebida;2024-05
COMP00668;2024-05-01;FOR017;PROD045;27;28.9;45.0;825.3;2024-05-16;Recebida;2024-05
COMP00669;2024-05-02;FOR001;PROD046;17;53.8;45.0;959.6;2024-05-17;Recebida;2024-05
COMP00670;2024-05-02;FOR009;PROD047;12;67.86;45.0;859.32;2024-05-12;Recebida;2024-05
COMP00671;2024-05-03;FOR015;PROD048;15;68.15;45.0;1067.25;2024-05-18;Recebida;2024-05
COMP00672;2024-05-02;FOR012;PROD049;19;112.41;45.0;2180.79;2024-05-09;Recebida;2024-05
COMP00673;2024-05-01;FOR008;PROD051;10;77.11;45.0;816.1;2024-05-16;Recebida;2024-05
COMP00674;2024-05-02;FOR007;PROD052;17;77.61;45.0;1364.37;2024-05-07;Recebida;2024-05
COMP00675;2024-05-05;FOR002;PROD053;24;73.0;45.0;1797.0;2024-05-12;Recebida;2024-05
COMP00676;2024-05-02;FOR011;PROD054;22;29.06;45.0;684.32;2024-05-14;Recebida;2024-05
COMP00677;2024-05-04;FOR015;PROD055;19;37.97;45.0;766.43;2024-05-19;Recebida;2024-05
COMP00678;2024-05-02;FOR005;PROD056;21;67.42;45.0;1460.82;2024-05-22;Recebida;2024-05
COMP00679;2024-05-05;FOR017;PROD057;10;105.81;45.0;1103.1;2024-05-20;Recebida;2024-05
COMP00680;2024-05-01;FOR014;PROD058;15;148.93;45.0;2278.95;2024-05-11;Recebida;2024-05
COMP00681;2024-05-05;FOR016;PROD059;10;55.47;45.0;599.7;2024-05-25;Recebida;2024-05
COMP00682;2024-05-02;FOR003;PROD060;10;87.58;45.0;920.8;2024-05-09;Recebida;2024-05
COMP00683;2024-05-04;FOR007;PROD061;10;57.47;45.0;619.7;2024-05-09;Recebida;2024-05
COMP00684;2024-05-03;FOR004;PROD062;31;70.79;49.22;2243.71;2024-05-23;Recebida;2024-05
COMP00685;2024-05-03;FOR005;PROD063;15;61.22;45.0;963.3;2024-05-23;Recebida;2024-05
COMP00686;2024-05-01;FOR002;PROD064;18;43.55;45.0;828.9;2024-05-08;Recebida;2024-05
COMP00687;2024-05-05;FOR010;PROD065;21;81.53;45.0;1757.13;2024-05-20;Recebida;2024-05
COMP00688;2024-05-04;FOR018;PROD066;10;73.66;45.0;781.6;2024-05-09;Recebida;2024-05
COMP00689;2024-05-05;FOR015;PROD067;10;124.21;45.0;1287.1;2024-05-20;Recebida;2024-05
COMP00690;2024-05-01;FOR014;PROD068;10;79.54;45.0;840.4;2024-05-11;Recebida;2024-05
COMP00691;2024-05-02;FOR011;PROD069;14;87.15;45.0;1265.1;2024-05-14;Recebida;2024-05
COMP00692;2024-05-02;FOR012;PROD070;17;91.92;45.0;1607.64;2024-05-09;Recebida;2024-05
COMP00693;2024-05-02;FOR015;PROD071;17;67.46;45.0;1191.82;2024-05-17;Recebida;2024-05
COMP00694;2024-05-05;FOR014;PROD072;13;25.22;45.0;372.86;2024-05-15;Recebida;2024-05
COMP00695;2024-05-04;FOR005;PROD073;16;46.44;45.0;788.04;2024-05-24;Recebida;2024-05
COMP00696;2024-05-05;FOR017;PROD074;14;67.35;45.0;987.9;2024-05-20;Recebida;2024-05
COMP00697;2024-05-01;FOR011;PROD075;11;79.8;45.0;922.8;2024-05-13;Recebida;2024-05
COMP00698;2024-05-03;FOR002;PROD076;14;154.94;45.0;2214.16;2024-05-10;Recebida;2024-05
COMP00699;2024-05-01;FOR018;PROD077;14;71.66;45.0;1048.24;2024-05-06;Recebida;2024-05
COMP00700;2024-05-02;FOR011;PROD078;14;77.58;45.0;1131.12;2024-05-14;Recebida;2024-05
COMP00701;2024-05-01;FOR014;PROD079;12;66.75;45.0;846.0;2024-05-11;Recebida;2024-05
COMP00702;2024-05-04;FOR001;PROD080;11;50.79;45.0;603.69;2024-05-19;Recebida;2024-05
COMP00703;2024-06-01;FOR017;PROD001;16;30.54;45.0;533.64;2024-06-16;Recebida;2024-06
COMP00704;2024-06-03;FOR009;PROD002;16;60.37;45.0;1010.92;2024-06-13;Recebida;2024-06
COMP00705;2024-06-02;FOR017;PROD003;12;87.45;45.0;1094.4;2024-06-17;Recebida;2024-06
COMP00706;2024-06-01;FOR009;PROD004;27;137.28;45.0;3751.56;2024-06-11;Recebida;2024-06
COMP00707;2024-06-01;FOR009;PROD005;10;49.7;45.0;542.0;2024-06-11;Recebida;2024-06
COMP00708;2024-06-03;FOR009;PROD006;11;65.02;45.0;760.22;2024-06-13;Recebida;2024-06
COMP00709;2024-06-04;FOR006;PROD007;13;69.1;45.0;943.3;2024-06-09;Recebida;2024-06
COMP00710;2024-06-02;FOR004;PROD008;22;80.17;45.0;1808.74;2024-06-22;Recebida;2024-06
COMP00711;2024-06-02;FOR015;PROD009;24;22.38;45.0;582.12;2024-06-17;Recebida;2024-06
COMP00712;2024-06-02;FOR003;PROD010;17;54.39;45.0;969.63;2024-06-09;Recebida;2024-06
COMP00713;2024-06-01;FOR015;PROD011;16;69.42;45.0;1155.72;2024-06-16;Recebida;2024-06
COMP00714;2024-06-03;FOR007;PROD012;13;97.0;45.0;1306.0;2024-06-08;Recebida;2024-06
COMP00715;2024-06-01;FOR018;PROD013;20;108.34;45.0;2211.8;2024-06-06;Recebida;2024-06
COMP00716;2024-06-04;FOR006;PROD014;17;49.64;45.0;888.88;2024-06-09;Recebida;2024-06
COMP00717;2024-06-01;FOR004;PROD015;10;76.11;45.0;806.1;2024-06-21;Recebida;2024-06
COMP00718;2024-06-01;FOR008;PROD016;10;66.39;45.0;708.9;2024-06-16;Recebida;2024-06
COMP00719;2024-06-02;FOR014;PROD017;22;70.86;45.0;1603.92;2024-06-12;Recebida;2024-06
COMP00720;2024-06-05;FOR001;PROD018;26;25.97;45.0;720.22;2024-06-20;Recebida;2024-06
COMP00721;2024-06-01;FOR010;PROD019;10;36.84;45.0;413.4;2024-06-16;Recebida;2024-06
COMP00722;2024-06-02;FOR004;PROD020;10;88.58;45.0;930.8;2024-06-22;Recebida;2024-06
COMP00723;2024-06-02;FOR004;PROD021;12;72.88;45.0;919.56;2024-06-22;Recebida;2024-06
COMP00724;2024-06-02;FOR015;PROD022;15;138.76;45.0;2126.4;2024-06-17;Recebida;2024-06
COMP00725;2024-06-04;FOR018;PROD024;10;83.6;45.0;881.0;2024-06-09;Recebida;2024-06
COMP00726;2024-06-02;FOR012;PROD025;22;68.12;45.0;1543.64;2024-06-09;Recebida;2024-06
COMP00727;2024-06-01;FOR016;PROD026;18;90.77;45.0;1678.86;2024-06-21;Recebida;2024-06
COMP00728;2024-06-05;FOR002;PROD027;10;67.48;45.0;719.8;2024-06-12;Recebida;2024-06
COMP00729;2024-06-02;FOR015;PROD028;10;57.42;45.0;619.2;2024-06-17;Recebida;2024-06
COMP00730;2024-06-04;FOR014;PROD029;15;74.38;45.0;1160.7;2024-06-14;Recebida;2024-06
COMP00731;2024-06-01;FOR001;PROD030;20;116.94;45.0;2383.8;2024-06-16;Recebida;2024-06
COMP00732;2024-06-02;FOR016;PROD031;27;122.02;46.51;3341.05;2024-06-22;Recebida;2024-06
COMP00733;2024-06-03;FOR004;PROD032;14;51.72;45.0;769.08;2024-06-23;Recebida;2024-06
COMP00734;2024-06-01;FOR002;PROD034;16;57.63;45.0;967.08;2024-06-08;Recebida;2024-06
COMP00735;2024-06-02;FOR008;PROD035;13;78.01;45.0;1059.13;2024-06-17;Recebida;2024-06
COMP00736;2024-06-02;FOR004;PROD036;15;36.43;45.0;591.45;2024-06-22;Recebida;2024-06
COMP00737;2024-06-04;FOR006;PROD037;19;49.73;45.0;989.87;2024-06-09;Recebida;2024-06
COMP00738;2024-06-04;FOR016;PROD038;21;69.93;45.0;1513.53;2024-06-24;Recebida;2024-06
COMP00739;2024-06-04;FOR011;PROD039;10;102.67;45.0;1071.7;2024-06-16;Recebida;2024-06
COMP00740;2024-06-01;FOR002;PROD040;12;116.41;45.0;1441.92;2024-06-08;Recebida;2024-06
COMP00741;2024-06-02;FOR017;PROD041;12;78.16;45.0;982.92;2024-06-17;Recebida;2024-06
COMP00742;2024-06-04;FOR009;PROD042;10;79.97;45.0;844.7;2024-06-14;Recebida;2024-06
COMP00743;2024-06-04;FOR002;PROD043;16;88.35;45.0;1458.6;2024-06-11;Recebida;2024-06
COMP00744;2024-06-01;FOR001;PROD044;26;60.22;45.0;1610.72;2024-06-16;Recebida;2024-06
COMP00745;2024-06-03;FOR017;PROD045;36;29.18;61.6;1112.08;2024-06-18;Recebida;2024-06
COMP00746;2024-06-01;FOR001;PROD046;10;54.36;45.0;588.6;2024-06-16;Recebida;2024-06
COMP00747;2024-06-03;FOR009;PROD047;21;67.76;45.0;1467.96;2024-06-13;Recebida;2024-06
COMP00748;2024-06-04;FOR015;PROD048;14;66.66;45.0;978.24;2024-06-19;Recebida;2024-06
COMP00749;2024-06-01;FOR012;PROD049;10;114.82;45.0;1193.2;2024-06-08;Recebida;2024-06
COMP00750;2024-06-02;FOR010;PROD050;16;75.47;45.0;1252.52;2024-06-17;Recebida;2024-06
COMP00751;2024-06-03;FOR008;PROD051;12;76.28;45.0;960.36;2024-06-18;Recebida;2024-06
COMP00752;2024-06-04;FOR007;PROD052;11;76.03;45.0;881.33;2024-06-09;Recebida;2024-06
COMP00753;2024-06-01;FOR002;PROD053;37;71.56;58.01;2705.73;2024-06-08;Recebida;2024-06
COMP00754;2024-06-01;FOR011;PROD054;29;28.44;47.04;871.8;2024-06-13;Recebida;2024-06
COMP00755;2024-06-01;FOR015;PROD055;14;37.34;45.0;567.76;2024-06-16;Recebida;2024-06
COMP00756;2024-06-04;FOR005;PROD056;21;67.84;45.0;1469.64;2024-06-24;Recebida;2024-06
COMP00757;2024-06-03;FOR017;PROD057;14;103.96;45.0;1500.44;2024-06-18;Recebida;2024-06
COMP00758;2024-06-02;FOR014;PROD058;20;147.02;45.0;2985.4;2024-06-12;Recebida;2024-06
COMP00759;2024-06-03;FOR016;PROD059;17;54.79;45.0;976.43;2024-06-23;Recebida;2024-06
COMP00760;2024-06-04;FOR003;PROD060;10;88.16;45.0;926.6;2024-06-11;Recebida;2024-06
COMP00761;2024-06-05;FOR007;PROD061;10;57.42;45.0;619.2;2024-06-10;Recebida;2024-06
COMP00762;2024-06-04;FOR004;PROD062;37;70.9;60.15;2683.45;2024-06-24;Recebida;2024-06
COMP00763;2024-06-05;FOR005;PROD063;21;59.36;45.0;1291.56;2024-06-25;Recebida;2024-06
COMP00764;2024-06-05;FOR002;PROD064;19;43.56;45.0;872.64;2024-06-12;Recebida;2024-06
COMP00765;2024-06-04;FOR010;PROD065;26;83.44;45.0;2214.44;2024-06-19;Recebida;2024-06
COMP00766;2024-06-01;FOR018;PROD066;17;72.42;45.0;1276.14;2024-06-06;Recebida;2024-06
COMP00767;2024-06-04;FOR014;PROD068;10;77.31;45.0;818.1;2024-06-14;Recebida;2024-06
COMP00768;2024-06-04;FOR011;PROD069;10;87.3;45.0;918.0;2024-06-16;Recebida;2024-06
COMP00769;2024-06-03;FOR012;PROD070;10;94.06;45.0;985.6;2024-06-10;Recebida;2024-06
COMP00770;2024-06-04;FOR015;PROD071;25;65.48;45.0;1682.0;2024-06-19;Recebida;2024-06
COMP00771;2024-06-05;FOR014;PROD072;14;25.5;45.0;402.0;2024-06-15;Recebida;2024-06
COMP00772;2024-06-03;FOR005;PROD073;18;45.61;45.0;865.98;2024-06-23;Recebida;2024-06
COMP00773;2024-06-03;FOR017;PROD074;19;68.47;45.0;1345.93;2024-06-18;Recebida;2024-06
COMP00774;2024-06-03;FOR011;PROD075;17;80.53;45.0;1414.01;2024-06-15;Recebida;2024-06
COMP00775;2024-06-03;FOR002;PROD076;11;151.94;45.0;1716.34;2024-06-10;Recebida;2024-06
COMP00776;2024-06-02;FOR014;PROD079;16;67.81;45.0;1129.96;2024-06-12;Recebida;2024-06
COMP00777;2024-06-03;FOR001;PROD080;18;51.13;45.0;965.34;2024-06-18;Recebida;2024-06
COMP00778;2024-07-01;FOR017;PROD001;11;29.93;45.0;374.23;2024-07-16;Recebida;2024-07
COMP00779;2024-07-03;FOR009;PROD002;10;60.23;45.0;647.3;2024-07-13;Recebida;2024-07
COMP00780;2024-07-04;FOR017;PROD003;10;87.26;45.0;917.6;2024-07-19;Recebida;2024-07
COMP00781;2024-07-05;FOR009;PROD004;32;139.65;45.0;4513.8;2024-07-15;Recebida;2024-07
COMP00782;2024-07-04;FOR009;PROD005;15;49.79;45.0;791.85;2024-07-14;Recebida;2024-07
COMP00783;2024-07-03;FOR009;PROD006;10;65.29;45.0;697.9;2024-07-13;Recebida;2024-07
COMP00784;2024-07-02;FOR006;PROD007;17;68.78;45.0;1214.26;2024-07-07;Recebida;2024-07
COMP00785;2024-07-02;FOR004;PROD008;16;80.86;45.0;1338.76;2024-07-22;Recebida;2024-07
COMP00786;2024-07-04;FOR015;PROD009;24;22.65;45.0;588.6;2024-07-19;Recebida;2024-07
COMP00787;2024-07-01;FOR003;PROD010;25;55.89;45.0;1442.25;2024-07-08;Recebida;2024-07
COMP00788;2024-07-02;FOR015;PROD011;22;69.84;45.0;1581.48;2024-07-17;Recebida;2024-07
COMP00789;2024-07-04;FOR007;PROD012;11;97.15;45.0;1113.65;2024-07-09;Recebida;2024-07
COMP00790;2024-07-03;FOR018;PROD013;21;105.87;45.0;2268.27;2024-07-08;Recebida;2024-07
COMP00791;2024-07-01;FOR006;PROD014;13;48.17;45.0;671.21;2024-07-06;Recebida;2024-07
COMP00792;2024-07-03;FOR004;PROD015;11;74.47;45.0;864.17;2024-07-23;Recebida;2024-07
COMP00793;2024-07-03;FOR008;PROD016;10;67.24;45.0;717.4;2024-07-18;Recebida;2024-07
COMP00794;2024-07-04;FOR014;PROD017;13;70.24;45.0;958.12;2024-07-14;Recebida;2024-07
COMP00795;2024-07-01;FOR001;PROD018;15;26.46;45.0;441.9;2024-07-16;Recebida;2024-07
COMP00796;2024-07-05;FOR010;PROD019;10;36.84;45.0;413.4;2024-07-20;Recebida;2024-07
COMP00797;2024-07-05;FOR004;PROD020;18;89.84;45.0;1662.12;2024-07-25;Recebida;2024-07
COMP00798;2024-07-01;FOR004;PROD021;15;71.74;45.0;1121.1;2024-07-21;Recebida;2024-07
COMP00799;2024-07-01;FOR015;PROD022;29;138.59;49.89;4069.0;2024-07-16;Recebida;2024-07
COMP00800;2024-07-05;FOR015;PROD023;15;66.25;45.0;1038.75;2024-07-20;Recebida;2024-07
COMP00801;2024-07-01;FOR018;PROD024;12;85.59;45.0;1072.08;2024-07-06;Recebida;2024-07
COMP00802;2024-07-02;FOR012;PROD025;17;70.18;45.0;1238.06;2024-07-09;Recebida;2024-07
COMP00803;2024-07-03;FOR016;PROD026;26;92.39;45.51;2447.65;2024-07-23;Recebida;2024-07
COMP00804;2024-07-04;FOR002;PROD027;14;68.89;45.0;1009.46;2024-07-11;Recebida;2024-07
COMP00805;2024-07-04;FOR015;PROD028;16;58.82;45.0;986.12;2024-07-19;Recebida;2024-07
COMP00806;2024-07-02;FOR014;PROD029;17;72.92;45.0;1284.64;2024-07-12;Recebida;2024-07
COMP00807;2024-07-01;FOR001;PROD030;17;114.98;45.0;1999.66;2024-07-16;Recebida;2024-07
COMP00808;2024-07-01;FOR016;PROD031;13;123.72;45.0;1653.36;2024-07-21;Recebida;2024-07
COMP00809;2024-07-02;FOR016;PROD033;10;86.63;45.0;911.3;2024-07-22;Recebida;2024-07
COMP00810;2024-07-05;FOR002;PROD034;12;56.88;45.0;727.56;2024-07-12;Recebida;2024-07
COMP00811;2024-07-04;FOR008;PROD035;11;77.82;45.0;901.02;2024-07-19;Recebida;2024-07
COMP00812;2024-07-04;FOR004;PROD036;14;35.77;45.0;545.78;2024-07-24;Recebida;2024-07
COMP00813;2024-07-03;FOR006;PROD037;16;50.32;45.0;850.12;2024-07-08;Recebida;2024-07
COMP00814;2024-07-04;FOR016;PROD038;14;70.49;45.0;1031.86;2024-07-24;Recebida;2024-07
COMP00815;2024-07-03;FOR011;PROD039;10;102.39;45.0;1068.9;2024-07-15;Recebida;2024-07
COMP00816;2024-07-01;FOR002;PROD040;14;116.02;45.0;1669.28;2024-07-08;Recebida;2024-07
COMP00817;2024-07-03;FOR017;PROD041;10;78.09;45.0;825.9;2024-07-18;Recebida;2024-07
COMP00818;2024-07-03;FOR009;PROD042;10;77.89;45.0;823.9;2024-07-13;Recebida;2024-07
COMP00819;2024-07-03;FOR002;PROD043;10;89.39;45.0;938.9;2024-07-10;Recebida;2024-07
COMP00820;2024-07-05;FOR001;PROD044;35;58.68;45.0;2098.8;2024-07-20;Recebida;2024-07
COMP00821;2024-07-04;FOR017;PROD045;16;28.51;45.0;501.16;2024-07-19;Recebida;2024-07
COMP00822;2024-07-02;FOR001;PROD046;17;54.37;45.0;969.29;2024-07-17;Recebida;2024-07
COMP00823;2024-07-03;FOR009;PROD047;13;67.59;45.0;923.67;2024-07-13;Recebida;2024-07
COMP00824;2024-07-05;FOR015;PROD048;10;68.59;45.0;730.9;2024-07-20;Recebida;2024-07
COMP00825;2024-07-05;FOR012;PROD049;10;115.26;45.0;1197.6;2024-07-12;Recebida;2024-07
COMP00826;2024-07-01;FOR010;PROD050;10;75.98;45.0;804.8;2024-07-16;Recebida;2024-07
COMP00827;2024-07-01;FOR008;PROD051;10;76.6;45.0;811.0;2024-07-16;Recebida;2024-07
COMP00828;2024-07-05;FOR007;PROD052;25;77.93;45.0;1993.25;2024-07-10;Recebida;2024-07
COMP00829;2024-07-02;FOR002;PROD053;26;72.64;45.0;1933.64;2024-07-09;Recebida;2024-07
COMP00830;2024-07-03;FOR011;PROD054;28;29.18;48.28;865.32;2024-07-15;Recebida;2024-07
COMP00831;2024-07-04;FOR015;PROD055;20;37.68;45.0;798.6;2024-07-19;Recebida;2024-07
COMP00832;2024-07-04;FOR005;PROD056;24;67.88;45.0;1674.12;2024-07-24;Recebida;2024-07
COMP00833;2024-07-02;FOR017;PROD057;11;107.06;45.0;1222.66;2024-07-17;Recebida;2024-07
COMP00834;2024-07-01;FOR014;PROD058;18;149.92;45.0;2743.56;2024-07-11;Recebida;2024-07
COMP00835;2024-07-04;FOR016;PROD059;11;54.92;45.0;649.12;2024-07-24;Recebida;2024-07
COMP00836;2024-07-01;FOR003;PROD060;14;88.25;45.0;1280.5;2024-07-08;Recebida;2024-07
COMP00837;2024-07-02;FOR007;PROD061;13;57.36;45.0;790.68;2024-07-07;Recebida;2024-07
COMP00838;2024-07-02;FOR004;PROD062;32;70.96;50.66;2321.38;2024-07-22;Recebida;2024-07
COMP00839;2024-07-03;FOR005;PROD063;10;59.42;45.0;639.2;2024-07-23;Recebida;2024-07
COMP00840;2024-07-03;FOR002;PROD064;19;43.86;45.0;878.34;2024-07-10;Recebida;2024-07
COMP00841;2024-07-03;FOR010;PROD065;18;81.7;45.0;1515.6;2024-07-18;Recebida;2024-07
COMP00842;2024-07-02;FOR018;PROD066;18;73.14;45.0;1361.52;2024-07-07;Recebida;2024-07
COMP00843;2024-07-05;FOR015;PROD067;16;123.13;45.0;2015.08;2024-07-20;Recebida;2024-07
COMP00844;2024-07-01;FOR014;PROD068;10;79.46;45.0;839.6;2024-07-11;Recebida;2024-07
COMP00845;2024-07-01;FOR011;PROD069;15;88.35;45.0;1370.25;2024-07-13;Recebida;2024-07
COMP00846;2024-07-01;FOR015;PROD071;20;67.63;45.0;1397.6;2024-07-16;Recebida;2024-07
COMP00847;2024-07-02;FOR005;PROD073;26;45.39;45.0;1225.14;2024-07-22;Recebida;2024-07
COMP00848;2024-07-03;FOR017;PROD074;17;67.6;45.0;1194.2;2024-07-18;Recebida;2024-07
COMP00849;2024-07-01;FOR011;PROD075;13;79.43;45.0;1077.59;2024-07-13;Recebida;2024-07
COMP00850;2024-07-03;FOR002;PROD076;12;154.81;45.0;1902.72;2024-07-10;Recebida;2024-07
COMP00851;2024-07-02;FOR018;PROD077;16;72.3;45.0;1201.8;2024-07-07;Recebida;2024-07
COMP00852;2024-07-01;FOR011;PROD078;10;77.49;45.0;819.9;2024-07-13;Recebida;2024-07
COMP00853;2024-07-03;FOR014;PROD079;15;67.41;45.0;1056.15;2024-07-13;Recebida;2024-07
COMP00854;2024-07-01;FOR001;PROD080;13;51.65;45.0;716.45;2024-07-16;Recebida;2024-07
