id_movimentacao;data_movimentacao;tipo;categoria;descricao;valor;origem;origem_id;competencia
MOV012237;2024-07-23;Receita;Vendas;Recebimento da venda VEN008791;41.89;Conta a Receber;CR011400;2024-06
MOV012238;2024-08-22;Receita;Vendas;Recebimento da venda VEN008791;41.89;Conta a Receber;CR011401;2024-06
MOV012239;2024-09-20;Receita;Vendas;Recebimento da venda VEN008791;41.88;Conta a Receber;CR011402;2024-06
MOV012240;2024-07-21;Receita;Vendas;Recebimento da venda VEN008792;119.38;Conta a Receber;CR011403;2024-06
MOV012241;2024-08-21;Receita;Vendas;Recebimento da venda VEN008792;119.37;Conta a Receber;CR011404;2024-06
MOV012242;2024-06-17;Receita;Vendas;Recebimento da venda VEN008793;119.38;Conta a Receber;CR011405;2024-06
MOV012243;2024-06-10;Receita;Vendas;Recebimento da venda VEN008794;125.66;Conta a Receber;CR011406;2024-06
MOV012244;2024-06-22;Receita;Vendas;Recebimento da venda VEN008795;238.75;Conta a Receber;CR011407;2024-06
MOV012245;2024-06-24;Receita;Vendas;Recebimento da venda VEN008796;238.75;Conta a Receber;CR011408;2024-06
MOV012246;2024-07-27;Receita;Vendas;Recebimento da venda VEN008797;125.66;Conta a Receber;CR011409;2024-06
MOV012247;2024-07-27;Receita;Vendas;Recebimento da venda VEN008798;42.01;Conta a Receber;CR011410;2024-06
MOV012248;2024-08-24;Receita;Vendas;Recebimento da venda VEN008798;42.01;Conta a Receber;CR011411;2024-06
MOV012249;2024-09-23;Receita;Vendas;Recebimento da venda VEN008798;42.02;Conta a Receber;CR011412;2024-06
MOV012250;2024-06-27;Receita;Vendas;Recebimento da venda VEN008799;126.04;Conta a Receber;CR011413;2024-06
MOV012251;2024-06-16;Receita;Vendas;Recebimento da venda VEN008800;126.04;Conta a Receber;CR011414;2024-06
MOV012252;2024-06-27;Receita;Vendas;Recebimento da venda VEN008801;63.02;Conta a Receber;CR011415;2024-06
MOV012253;2024-06-16;Receita;Vendas;Recebimento da venda VEN008802;63.02;Conta a Receber;CR011416;2024-06
MOV012254;2024-07-29;Receita;Vendas;Recebimento da venda VEN008803;42.01;Conta a Receber;CR011417;2024-06
MOV012255;2024-08-27;Receita;Vendas;Recebimento da venda VEN008803;42.01;Conta a Receber;CR011418;2024-06
MOV012256;2024-09-28;Receita;Vendas;Recebimento da venda VEN008803;42.02;Conta a Receber;CR011419;2024-06
MOV012257;2024-07-02;Receita;Vendas;Recebimento da venda VEN008804;63.02;Conta a Receber;CR011420;2024-06
MOV012258;2024-06-29;Receita;Vendas;Recebimento da venda VEN008805;63.02;Conta a Receber;CR011421;2024-06
MOV012259;2024-06-19;Receita;Vendas;Recebimento da venda VEN008806;63.02;Conta a Receber;CR011422;2024-06
MOV012260;2024-06-05;Receita;Vendas;Recebimento da venda VEN008807;63.02;Conta a Receber;CR011423;2024-06
MOV012261;2024-06-09;Receita;Vendas;Recebimento da venda VEN008808;63.02;Conta a Receber;CR011424;2024-06
MOV012262;2024-07-17;Receita;Vendas;Recebimento da venda VEN008809;63.02;Conta a Receber;CR011425;2024-06
MOV012263;2024-08-14;Receita;Vendas;Recebimento da venda VEN008809;63.02;Conta a Receber;CR011426;2024-06
MOV012264;2024-07-10;Receita;Vendas;Recebimento da venda VEN008810;126.04;Conta a Receber;CR011427;2024-06
MOV012265;2024-07-07;Receita;Vendas;Recebimento da venda VEN008811;31.51;Conta a Receber;CR011428;2024-06
MOV012266;2024-08-04;Receita;Vendas;Recebimento da venda VEN008811;31.51;Conta a Receber;CR011429;2024-06
MOV012267;2024-07-03;Receita;Vendas;Recebimento da venda VEN008812;31.51;Conta a Receber;CR011430;2024-06
MOV012268;2024-08-02;Receita;Vendas;Recebimento da venda VEN008812;31.51;Conta a Receber;CR011431;2024-06
MOV012269;2024-07-20;Receita;Vendas;Recebimento da venda VEN008813;63.02;Conta a Receber;CR011432;2024-06
MOV012270;2024-07-25;Receita;Vendas;Recebimento da venda VEN008814;189.05;Conta a Receber;CR011433;2024-06
MOV012271;2024-07-26;Receita;Vendas;Recebimento da venda VEN008815;326.57;Conta a Receber;CR011434;2024-06
MOV012272;2024-07-04;Receita;Vendas;Recebimento da venda VEN008816;54.42;Conta a Receber;CR011435;2024-06
MOV012273;2024-08-04;Receita;Vendas;Recebimento da venda VEN008816;54.43;Conta a Receber;CR011436;2024-06
MOV012274;2024-07-26;Receita;Vendas;Recebimento da venda VEN008817;217.71;Conta a Receber;CR011437;2024-06
MOV012275;2024-07-08;Receita;Vendas;Recebimento da venda VEN008818;36.28;Conta a Receber;CR011438;2024-06
MOV012276;2024-08-06;Receita;Vendas;Recebimento da venda VEN008818;36.28;Conta a Receber;CR011439;2024-06
MOV012277;2024-09-05;Receita;Vendas;Recebimento da venda VEN008818;36.29;Conta a Receber;CR011440;2024-06
MOV012278;2024-07-06;Receita;Vendas;Recebimento da venda VEN008819;108.85;Conta a Receber;CR011441;2024-06
MOV012279;2024-07-24;Receita;Vendas;Recebimento da venda VEN008820;108.85;Conta a Receber;CR011442;2024-06
MOV012280;2024-06-09;Receita;Vendas;Recebimento da venda VEN008821;217.71;Conta a Receber;CR011443;2024-06
MOV012281;2024-07-28;Receita;Vendas;Recebimento da venda VEN008822;217.71;Conta a Receber;CR011444;2024-06
MOV012282;2024-08-27;Receita;Vendas;Recebimento da venda VEN008822;217.71;Conta a Receber;CR011445;2024-06
MOV012283;2024-07-19;Receita;Vendas;Recebimento da venda VEN008823;217.71;Conta a Receber;CR011446;2024-06
MOV012284;2024-07-19;Receita;Vendas;Recebimento da venda VEN008824;217.71;Conta a Receber;CR011447;2024-06
MOV012285;2024-07-25;Receita;Vendas;Recebimento da venda VEN008825;108.85;Conta a Receber;CR011448;2024-06
MOV012286;2024-07-11;Receita;Vendas;Recebimento da venda VEN008826;108.85;Conta a Receber;CR011449;2024-06
MOV012287;2024-07-30;Receita;Vendas;Recebimento da venda VEN008827;89.47;Conta a Receber;CR011450;2024-06
MOV012288;2024-08-27;Receita;Vendas;Recebimento da venda VEN008827;89.47;Conta a Receber;CR011451;2024-06
MOV012289;2024-09-26;Receita;Vendas;Recebimento da venda VEN008827;89.48;Conta a Receber;CR011452;2024-06
MOV012290;2024-07-15;Receita;Vendas;Recebimento da venda VEN008828;134.21;Conta a Receber;CR011453;2024-06
MOV012291;2024-08-14;Receita;Vendas;Recebimento da venda VEN008828;134.21;Conta a Receber;CR011454;2024-06
MOV012292;2024-07-28;Receita;Vendas;Recebimento da venda VEN008829;89.47;Conta a Receber;CR011455;2024-06
MOV012293;2024-08-27;Receita;Vendas;Recebimento da venda VEN008829;89.47;Conta a Receber;CR011456;2024-06
MOV012294;2024-09-27;Receita;Vendas;Recebimento da venda VEN008829;89.48;Conta a Receber;CR011457;2024-06
MOV012295;2024-07-03;Receita;Vendas;Recebimento da venda VEN008830;255.0;Conta a Receber;CR011458;2024-06
MOV012296;2024-07-18;Receita;Vendas;Recebimento da venda VEN008831;134.21;Conta a Receber;CR011459;2024-06
MOV012297;2024-07-25;Receita;Vendas;Recebimento da venda VEN008832;89.47;Conta a Receber;CR011460;2024-06
MOV012298;2024-08-24;Receita;Vendas;Recebimento da venda VEN008832;89.47;Conta a Receber;CR011461;2024-06
MOV012299;2024-09-23;Receita;Vendas;Recebimento da venda VEN008832;89.48;Conta a Receber;CR011462;2024-06
MOV012300;2024-06-18;Receita;Vendas;Recebimento da venda VEN008833;109.37;Conta a Receber;CR011463;2024-06
MOV012301;2024-07-09;Receita;Vendas;Recebimento da venda VEN008834;328.1;Conta a Receber;CR011464;2024-06
MOV012302;2024-07-24;Receita;Vendas;Recebimento da venda VEN008835;109.37;Conta a Receber;CR011465;2024-06
MOV012303;2024-07-01;Receita;Vendas;Recebimento da venda VEN008836;437.47;Conta a Receber;CR011466;2024-06
MOV012304;2024-06-18;Receita;Vendas;Recebimento da venda VEN008837;109.37;Conta a Receber;CR011467;2024-06
MOV012305;2024-07-11;Receita;Vendas;Recebimento da venda VEN008838;109.37;Conta a Receber;CR011468;2024-06
MOV012306;2024-07-06;Receita;Vendas;Recebimento da venda VEN008839;205.1;Conta a Receber;CR011469;2024-06
MOV012307;2024-07-28;Receita;Vendas;Recebimento da venda VEN008840;410.2;Conta a Receber;CR011470;2024-06
MOV012308;2024-06-06;Receita;Vendas;Recebimento da venda VEN008841;205.1;Conta a Receber;CR011471;2024-06
MOV012309;2024-06-23;Receita;Vendas;Recebimento da venda VEN008842;205.1;Conta a Receber;CR011472;2024-06
MOV012310;2024-07-15;Receita;Vendas;Recebimento da venda VEN008843;102.55;Conta a Receber;CR011473;2024-06
MOV012311;2024-08-14;Receita;Vendas;Recebimento da venda VEN008843;102.55;Conta a Receber;CR011474;2024-06
MOV012312;2024-06-14;Receita;Vendas;Recebimento da venda VEN008844;205.1;Conta a Receber;CR011475;2024-06
MOV012313;2024-07-16;Receita;Vendas;Recebimento da venda VEN008845;205.1;Conta a Receber;CR011476;2024-06
MOV012314;2024-07-07;Receita;Vendas;Recebimento da venda VEN008846;205.1;Conta a Receber;CR011477;2024-06
MOV012315;2024-06-07;Receita;Vendas;Recebimento da venda VEN008847;205.1;Conta a Receber;CR011478;2024-06
MOV012316;2024-07-13;Receita;Vendas;Recebimento da venda VEN008848;102.55;Conta a Receber;CR011479;2024-06
MOV012317;2024-08-10;Receita;Vendas;Recebimento da venda VEN008848;102.55;Conta a Receber;CR011480;2024-06
MOV012318;2024-06-25;Receita;Vendas;Recebimento da venda VEN008849;120.48;Conta a Receber;CR011481;2024-06
MOV012319;2024-07-11;Receita;Vendas;Recebimento da venda VEN008850;40.16;Conta a Receber;CR011482;2024-06
MOV012320;2024-08-08;Receita;Vendas;Recebimento da venda VEN008850;40.16;Conta a Receber;CR011483;2024-06
MOV012321;2024-09-08;Receita;Vendas;Recebimento da venda VEN008850;40.16;Conta a Receber;CR011484;2024-06
MOV012322;2024-07-02;Receita;Vendas;Recebimento da venda VEN008851;240.97;Conta a Receber;CR011485;2024-06
MOV012323;2024-07-28;Receita;Vendas;Recebimento da venda VEN008852;120.48;Conta a Receber;CR011486;2024-06
MOV012324;2024-06-10;Receita;Vendas;Recebimento da venda VEN008853;361.45;Conta a Receber;CR011487;2024-06
MOV012325;2024-06-08;Receita;Vendas;Recebimento da venda VEN008854;120.48;Conta a Receber;CR011488;2024-06
MOV012326;2024-07-01;Receita;Vendas;Recebimento da venda VEN008855;50.02;Conta a Receber;CR011489;2024-06
MOV012327;2024-08-01;Receita;Vendas;Recebimento da venda VEN008855;50.02;Conta a Receber;CR011490;2024-06
MOV012328;2024-08-30;Receita;Vendas;Recebimento da venda VEN008855;50.02;Conta a Receber;CR011491;2024-06
MOV012329;2024-07-01;Receita;Vendas;Recebimento da venda VEN008856;150.06;Conta a Receber;CR011492;2024-06
MOV012330;2024-06-25;Receita;Vendas;Recebimento da venda VEN008857;300.11;Conta a Receber;CR011493;2024-06
MOV012331;2024-06-04;Receita;Vendas;Recebimento da venda VEN008858;150.06;Conta a Receber;CR011494;2024-06
MOV012332;2024-06-27;Receita;Vendas;Recebimento da venda VEN008859;150.06;Conta a Receber;CR011495;2024-06
MOV012333;2024-07-25;Receita;Vendas;Recebimento da venda VEN008860;300.11;Conta a Receber;CR011496;2024-06
MOV012334;2024-07-11;Receita;Vendas;Recebimento da venda VEN008861;75.03;Conta a Receber;CR011497;2024-06
MOV012335;2024-08-12;Receita;Vendas;Recebimento da venda VEN008861;75.03;Conta a Receber;CR011498;2024-06
MOV012336;2024-07-11;Receita;Vendas;Recebimento da venda VEN008862;150.06;Conta a Receber;CR011499;2024-06
MOV012337;2024-06-21;Receita;Vendas;Recebimento da venda VEN008863;142.25;Conta a Receber;CR011500;2024-06
MOV012338;2024-07-08;Receita;Vendas;Recebimento da venda VEN008864;142.25;Conta a Receber;CR011501;2024-06
MOV012339;2024-06-02;Receita;Vendas;Recebimento da venda VEN008865;284.51;Conta a Receber;CR011502;2024-06
MOV012340;2024-06-14;Receita;Vendas;Recebimento da venda VEN008866;426.76;Conta a Receber;CR011503;2024-06
MOV012341;2024-06-27;Receita;Vendas;Recebimento da venda VEN008867;142.25;Conta a Receber;CR011504;2024-06
MOV012342;2024-07-19;Receita;Vendas;Recebimento da venda VEN008868;94.84;Conta a Receber;CR011505;2024-06
MOV012343;2024-08-17;Receita;Vendas;Recebimento da venda VEN008868;94.84;Conta a Receber;CR011506;2024-06
MOV012344;2024-09-16;Receita;Vendas;Recebimento da venda VEN008868;94.83;Conta a Receber;CR011507;2024-06
MOV012345;2024-06-25;Receita;Vendas;Recebimento da venda VEN008869;142.25;Conta a Receber;CR011508;2024-06
MOV012346;2024-07-20;Receita;Vendas;Recebimento da venda VEN008870;284.51;Conta a Receber;CR011509;2024-06
MOV012347;2024-06-08;Receita;Vendas;Recebimento da venda VEN008871;142.25;Conta a Receber;CR011510;2024-06
MOV012348;2024-06-12;Receita;Vendas;Recebimento da venda VEN008872;142.25;Conta a Receber;CR011511;2024-06
MOV012349;2024-06-12;Receita;Vendas;Recebimento da venda VEN008873;142.25;Conta a Receber;CR011512;2024-06
MOV012350;2024-07-27;Receita;Vendas;Recebimento da venda VEN008874;142.25;Conta a Receber;CR011513;2024-06
MOV012351;2024-07-27;Receita;Vendas;Recebimento da venda VEN008875;142.25;Conta a Receber;CR011514;2024-06
MOV012352;2024-07-28;Receita;Vendas;Recebimento da venda VEN008876;426.76;Conta a Receber;CR011515;2024-06
MOV012353;2024-07-03;Receita;Vendas;Recebimento da venda VEN008877;80.92;Conta a Receber;CR011516;2024-06
MOV012354;2024-08-01;Receita;Vendas;Recebimento da venda VEN008877;80.92;Conta a Receber;CR011517;2024-06
MOV012355;2024-06-09;Receita;Vendas;Recebimento da venda VEN008878;161.84;Conta a Receber;CR011518;2024-06
MOV012356;2024-07-11;Receita;Vendas;Recebimento da venda VEN008879;323.68;Conta a Receber;CR011519;2024-06
MOV012357;2024-07-22;Receita;Vendas;Recebimento da venda VEN008880;307.5;Conta a Receber;CR011520;2024-06
MOV012358;2024-06-15;Receita;Vendas;Recebimento da venda VEN008881;323.68;Conta a Receber;CR011521;2024-06
MOV012359;2024-06-29;Receita;Vendas;Recebimento da venda VEN008882;161.84;Conta a Receber;CR011522;2024-06
MOV012360;2024-06-06;Receita;Vendas;Recebimento da venda VEN008883;161.84;Conta a Receber;CR011523;2024-06
MOV012361;2024-07-12;Receita;Vendas;Recebimento da venda VEN008884;53.95;Conta a Receber;CR011524;2024-06
MOV012362;2024-08-10;Receita;Vendas;Recebimento da venda VEN008884;53.95;Conta a Receber;CR011525;2024-06
MOV012363;2024-09-08;Receita;Vendas;Recebimento da venda VEN008884;53.94;Conta a Receber;CR011526;2024-06
MOV012364;2024-07-30;Receita;Vendas;Recebimento da venda VEN008885;161.84;Conta a Receber;CR011527;2024-06
MOV012365;2024-06-18;Receita;Vendas;Recebimento da venda VEN008886;485.52;Conta a Receber;CR011528;2024-06
MOV012366;2024-06-01;Receita;Vendas;Recebimento da venda VEN008887;161.84;Conta a Receber;CR011529;2024-06
MOV012367;2024-07-30;Receita;Vendas;Recebimento da venda VEN008888;323.68;Conta a Receber;CR011530;2024-06
MOV012368;2024-07-18;Receita;Vendas;Recebimento da venda VEN008889;485.52;Conta a Receber;CR011531;2024-06
MOV012369;2024-07-23;Receita;Vendas;Recebimento da venda VEN008890;153.75;Conta a Receber;CR011532;2024-06
MOV012370;2024-07-29;Receita;Vendas;Recebimento da venda VEN008891;53.95;Conta a Receber;CR011533;2024-06
MOV012371;2024-08-30;Receita;Vendas;Recebimento da venda VEN008891;53.95;Conta a Receber;CR011534;2024-06
MOV012372;2024-09-27;Receita;Vendas;Recebimento da venda VEN008891;53.94;Conta a Receber;CR011535;2024-06
MOV012373;2024-06-03;Receita;Vendas;Recebimento da venda VEN008892;59.89;Conta a Receber;CR011536;2024-06
MOV012374;2024-07-29;Receita;Vendas;Recebimento da venda VEN008893;179.67;Conta a Receber;CR011537;2024-06
MOV012375;2024-06-14;Receita;Vendas;Recebimento da venda VEN008894;59.89;Conta a Receber;CR011538;2024-06
MOV012376;2024-06-27;Receita;Vendas;Recebimento da venda VEN008895;119.78;Conta a Receber;CR011539;2024-06
MOV012377;2024-06-14;Receita;Vendas;Recebimento da venda VEN008896;170.69;Conta a Receber;CR011540;2024-06
MOV012378;2024-07-01;Receita;Vendas;Recebimento da venda VEN008897;113.79;Conta a Receber;CR011541;2024-06
MOV012379;2024-06-12;Receita;Vendas;Recebimento da venda VEN008898;59.89;Conta a Receber;CR011542;2024-06
MOV012380;2024-07-07;Receita;Vendas;Recebimento da venda VEN008899;29.95;Conta a Receber;CR011543;2024-06
MOV012381;2024-08-06;Receita;Vendas;Recebimento da venda VEN008899;29.94;Conta a Receber;CR011544;2024-06
MOV012382;2024-07-11;Receita;Vendas;Recebimento da venda VEN008900;59.89;Conta a Receber;CR011545;2024-06
MOV012383;2024-08-09;Receita;Vendas;Recebimento da venda VEN008900;59.89;Conta a Receber;CR011546;2024-06
MOV012384;2024-06-21;Receita;Vendas;Recebimento da venda VEN008901;119.78;Conta a Receber;CR011547;2024-06
MOV012385;2024-06-27;Receita;Vendas;Recebimento da venda VEN008902;119.78;Conta a Receber;CR011548;2024-06
MOV012386;2024-07-28;Receita;Vendas;Recebimento da venda VEN008903;18.97;Conta a Receber;CR011549;2024-06
MOV012387;2024-08-28;Receita;Vendas;Recebimento da venda VEN008903;18.97;Conta a Receber;CR011550;2024-06
MOV012388;2024-09-26;Receita;Vendas;Recebimento da venda VEN008903;18.96;Conta a Receber;CR011551;2024-06
MOV012389;2024-07-09;Receita;Vendas;Recebimento da venda VEN008904;59.89;Conta a Receber;CR011552;2024-06
MOV012390;2024-08-09;Receita;Vendas;Recebimento da venda VEN008904;59.89;Conta a Receber;CR011553;2024-06
MOV012391;2024-06-13;Receita;Vendas;Recebimento da venda VEN008905;113.79;Conta a Receber;CR011554;2024-06
MOV012392;2024-06-04;Receita;Vendas;Recebimento da venda VEN008906;119.78;Conta a Receber;CR011555;2024-06
MOV012393;2024-07-11;Receita;Vendas;Recebimento da venda VEN008907;59.89;Conta a Receber;CR011556;2024-06
MOV012394;2024-07-28;Receita;Vendas;Recebimento da venda VEN008908;59.89;Conta a Receber;CR011557;2024-06
MOV012395;2024-06-25;Receita;Vendas;Recebimento da venda VEN008909;89.98;Conta a Receber;CR011558;2024-06
MOV012396;2024-07-27;Receita;Vendas;Recebimento da venda VEN008910;284.16;Conta a Receber;CR011559;2024-06
MOV012397;2024-08-01;Receita;Vendas;Recebimento da venda VEN008911;189.44;Conta a Receber;CR011560;2024-06
MOV012398;2024-07-05;Receita;Vendas;Recebimento da venda VEN008912;63.15;Conta a Receber;CR011561;2024-06
MOV012399;2024-08-04;Receita;Vendas;Recebimento da venda VEN008912;63.15;Conta a Receber;CR011562;2024-06
MOV012400;2024-09-03;Receita;Vendas;Recebimento da venda VEN008912;63.14;Conta a Receber;CR011563;2024-06
MOV012401;2024-07-11;Receita;Vendas;Recebimento da venda VEN008913;94.72;Conta a Receber;CR011564;2024-06
MOV012402;2024-06-09;Receita;Vendas;Recebimento da venda VEN008914;189.44;Conta a Receber;CR011565;2024-06
MOV012403;2024-07-14;Receita;Vendas;Recebimento da venda VEN008915;94.72;Conta a Receber;CR011566;2024-06
MOV012404;2024-08-12;Receita;Vendas;Recebimento da venda VEN008915;94.72;Conta a Receber;CR011567;2024-06
MOV012405;2024-06-23;Receita;Vendas;Recebimento da venda VEN008916;94.72;Conta a Receber;CR011568;2024-06
MOV012406;2024-07-26;Receita;Vendas;Recebimento da venda VEN008917;89.98;Conta a Receber;CR011569;2024-06
MOV012407;2024-06-05;Receita;Vendas;Recebimento da venda VEN008918;94.72;Conta a Receber;CR011570;2024-06
MOV012408;2024-07-08;Receita;Vendas;Recebimento da venda VEN008919;130.28;Conta a Receber;CR011571;2024-06
MOV012409;2024-06-19;Receita;Vendas;Recebimento da venda VEN008920;521.1;Conta a Receber;CR011572;2024-06
MOV012410;2024-06-30;Receita;Vendas;Recebimento da venda VEN008921;260.55;Conta a Receber;CR011573;2024-06
MOV012411;2024-07-12;Receita;Vendas;Recebimento da venda VEN008922;260.55;Conta a Receber;CR011574;2024-06
MOV012412;2024-06-26;Receita;Vendas;Recebimento da venda VEN008923;130.28;Conta a Receber;CR011575;2024-06
MOV012413;2024-07-29;Receita;Vendas;Recebimento da venda VEN008924;65.14;Conta a Receber;CR011576;2024-06
MOV012414;2024-08-29;Receita;Vendas;Recebimento da venda VEN008924;65.14;Conta a Receber;CR011577;2024-06
MOV012415;2024-06-20;Receita;Vendas;Recebimento da venda VEN008925;130.28;Conta a Receber;CR011578;2024-06
MOV012416;2024-07-07;Receita;Vendas;Recebimento da venda VEN008926;130.28;Conta a Receber;CR011579;2024-06
MOV012417;2024-06-02;Receita;Vendas;Recebimento da venda VEN008927;130.28;Conta a Receber;CR011580;2024-06
MOV012418;2024-06-28;Receita;Vendas;Recebimento da venda VEN008928;130.28;Conta a Receber;CR011581;2024-06
MOV012419;2024-06-21;Receita;Vendas;Recebimento da venda VEN008929;130.28;Conta a Receber;CR011582;2024-06
MOV012420;2024-06-14;Receita;Vendas;Recebimento da venda VEN008930;260.55;Conta a Receber;CR011583;2024-06
MOV012421;2024-07-01;Receita;Vendas;Recebimento da venda VEN008931;130.28;Conta a Receber;CR011584;2024-06
MOV012422;2024-06-03;Receita;Vendas;Recebimento da venda VEN008932;130.28;Conta a Receber;CR011585;2024-06
MOV012423;2024-06-08;Receita;Vendas;Recebimento da venda VEN008933;221.53;Conta a Receber;CR011586;2024-06
MOV012424;2024-07-19;Receita;Vendas;Recebimento da venda VEN008934;70.15;Conta a Receber;CR011587;2024-06
MOV012425;2024-08-18;Receita;Vendas;Recebimento da venda VEN008934;70.15;Conta a Receber;CR011588;2024-06
MOV012426;2024-09-19;Receita;Vendas;Recebimento da venda VEN008934;70.15;Conta a Receber;CR011589;2024-06
MOV012427;2024-07-26;Receita;Vendas;Recebimento da venda VEN008935;443.06;Conta a Receber;CR011590;2024-06
MOV012428;2024-06-09;Receita;Vendas;Recebimento da venda VEN008936;443.06;Conta a Receber;CR011591;2024-06
MOV012429;2024-06-27;Receita;Vendas;Recebimento da venda VEN008937;221.53;Conta a Receber;CR011592;2024-06
MOV012430;2024-07-06;Receita;Vendas;Recebimento da venda VEN008938;420.91;Conta a Receber;CR011593;2024-06
MOV012431;2024-06-08;Receita;Vendas;Recebimento da venda VEN008939;443.06;Conta a Receber;CR011594;2024-06
MOV012432;2024-06-14;Receita;Vendas;Recebimento da venda VEN008940;221.53;Conta a Receber;CR011595;2024-06
MOV012433;2024-07-01;Receita;Vendas;Recebimento da venda VEN008941;104.11;Conta a Receber;CR011596;2024-06
MOV012434;2024-08-01;Receita;Vendas;Recebimento da venda VEN008941;104.11;Conta a Receber;CR011597;2024-06
MOV012435;2024-08-31;Receita;Vendas;Recebimento da venda VEN008941;104.12;Conta a Receber;CR011598;2024-06
MOV012436;2024-06-15;Receita;Vendas;Recebimento da venda VEN008942;624.68;Conta a Receber;CR011599;2024-06
MOV012437;2024-07-05;Receita;Vendas;Recebimento da venda VEN008943;624.68;Conta a Receber;CR011600;2024-06
MOV012438;2024-06-08;Receita;Vendas;Recebimento da venda VEN008944;312.34;Conta a Receber;CR011601;2024-06
MOV012439;2024-07-30;Receita;Vendas;Recebimento da venda VEN008945;104.11;Conta a Receber;CR011602;2024-06
MOV012440;2024-08-31;Receita;Vendas;Recebimento da venda VEN008945;104.11;Conta a Receber;CR011603;2024-06
MOV012441;2024-09-28;Receita;Vendas;Recebimento da venda VEN008945;104.12;Conta a Receber;CR011604;2024-06
MOV012442;2024-07-17;Receita;Vendas;Recebimento da venda VEN008946;312.34;Conta a Receber;CR011605;2024-06
MOV012443;2024-07-28;Receita;Vendas;Recebimento da venda VEN008947;312.34;Conta a Receber;CR011606;2024-06
MOV012444;2024-06-22;Receita;Vendas;Recebimento da venda VEN008948;312.34;Conta a Receber;CR011607;2024-06
MOV012445;2024-06-25;Receita;Vendas;Recebimento da venda VEN008949;624.68;Conta a Receber;CR011608;2024-06
MOV012446;2024-06-20;Receita;Vendas;Recebimento da venda VEN008950;312.34;Conta a Receber;CR011609;2024-06
MOV012447;2024-07-09;Receita;Vendas;Recebimento da venda VEN008951;624.68;Conta a Receber;CR011610;2024-06
MOV012448;2024-07-24;Receita;Vendas;Recebimento da venda VEN008952;104.11;Conta a Receber;CR011611;2024-06
MOV012449;2024-08-23;Receita;Vendas;Recebimento da venda VEN008952;104.11;Conta a Receber;CR011612;2024-06
MOV012450;2024-09-24;Receita;Vendas;Recebimento da venda VEN008952;104.12;Conta a Receber;CR011613;2024-06
MOV012451;2024-07-04;Receita;Vendas;Recebimento da venda VEN008953;484.96;Conta a Receber;CR011614;2024-06
MOV012452;2024-06-16;Receita;Vendas;Recebimento da venda VEN008954;121.24;Conta a Receber;CR011615;2024-06
MOV012453;2024-07-07;Receita;Vendas;Recebimento da venda VEN008955;121.24;Conta a Receber;CR011616;2024-06
MOV012454;2024-06-20;Receita;Vendas;Recebimento da venda VEN008956;115.18;Conta a Receber;CR011617;2024-06
MOV012455;2024-07-24;Receita;Vendas;Recebimento da venda VEN008957;363.72;Conta a Receber;CR011618;2024-06
MOV012456;2024-06-19;Receita;Vendas;Recebimento da venda VEN008958;242.48;Conta a Receber;CR011619;2024-06
MOV012457;2024-07-21;Receita;Vendas;Recebimento da venda VEN008959;121.24;Conta a Receber;CR011620;2024-06
MOV012458;2024-06-10;Receita;Vendas;Recebimento da venda VEN008960;142.15;Conta a Receber;CR011621;2024-06
MOV012459;2024-07-04;Receita;Vendas;Recebimento da venda VEN008961;426.44;Conta a Receber;CR011622;2024-06
MOV012460;2024-07-16;Receita;Vendas;Recebimento da venda VEN008962;284.29;Conta a Receber;CR011623;2024-06
MOV012461;2024-08-16;Receita;Vendas;Recebimento da venda VEN008962;284.29;Conta a Receber;CR011624;2024-06
MOV012462;2024-06-10;Receita;Vendas;Recebimento da venda VEN008963;142.15;Conta a Receber;CR011625;2024-06
MOV012463;2024-07-30;Receita;Vendas;Recebimento da venda VEN008964;64.0;Conta a Receber;CR011626;2024-06
MOV012464;2024-08-29;Receita;Vendas;Recebimento da venda VEN008964;64.01;Conta a Receber;CR011627;2024-06
MOV012465;2024-06-27;Receita;Vendas;Recebimento da venda VEN008965;121.61;Conta a Receber;CR011628;2024-06
MOV012466;2024-07-10;Receita;Vendas;Recebimento da venda VEN008966;85.34;Conta a Receber;CR011629;2024-06
MOV012467;2024-08-07;Receita;Vendas;Recebimento da venda VEN008966;85.34;Conta a Receber;CR011630;2024-06
MOV012468;2024-09-06;Receita;Vendas;Recebimento da venda VEN008966;85.34;Conta a Receber;CR011631;2024-06
MOV012469;2024-07-12;Receita;Vendas;Recebimento da venda VEN008967;256.02;Conta a Receber;CR011632;2024-06
MOV012470;2024-07-10;Receita;Vendas;Recebimento da venda VEN008968;121.61;Conta a Receber;CR011633;2024-06
MOV012471;2024-06-25;Receita;Vendas;Recebimento da venda VEN008969;256.02;Conta a Receber;CR011634;2024-06
MOV012472;2024-06-04;Receita;Vendas;Recebimento da venda VEN008970;256.02;Conta a Receber;CR011635;2024-06
MOV012473;2024-07-29;Receita;Vendas;Recebimento da venda VEN008971;128.01;Conta a Receber;CR011636;2024-06
MOV012474;2024-07-08;Receita;Vendas;Recebimento da venda VEN008972;121.61;Conta a Receber;CR011637;2024-06
MOV012475;2024-07-15;Receita;Vendas;Recebimento da venda VEN008973;128.01;Conta a Receber;CR011638;2024-06
MOV012476;2024-07-14;Receita;Vendas;Recebimento da venda VEN008974;282.44;Conta a Receber;CR011639;2024-06
