id_venda;data_venda;cliente_id;produto_id;canal_venda;quantidade;preco_unitario;valor_bruto;desconto_percentual;valor_desconto;valor_liquido;custo_total;lucro_bruto;margem_percentual;status;competencia
VEN001064;2023-09-01;CLI012;PROD041;Loja Física;2;153.52;307.04;0.0;0.0;307.04;146.4;160.64;52.3;Concluída;2023-09
VEN001065;2023-09-25;CLI119;PROD041;E-commerce;1;153.52;153.52;0.0;0.0;153.52;73.2;80.32;52.3;Concluída;2023-09
VEN001066;2023-09-30;CLI018;PROD041;E-commerce;3;153.52;460.56;0.0;0.0;460.56;219.6;240.96;52.3;Concluída;2023-09
VEN001067;2023-09-07;CLI036;PROD041;Loja Física;1;153.52;153.52;0.0;0.0;153.52;73.2;80.32;52.3;Concluída;2023-09
VEN001068;2023-09-11;CLI118;PROD041;E-commerce;3;153.52;460.56;0.0;0.0;460.56;219.6;240.96;52.3;Concluída;2023-09
VEN001069;2023-09-14;CLI073;PROD041;E-commerce;1;153.52;153.52;0.0;0.0;153.52;73.2;80.32;52.3;Concluída;2023-09
VEN001070;2023-09-02;CLI049;PROD042;E-commerce;1;150.14;150.14;0.0;0.0;150.14;74.94;75.2;50.1;Concluída;2023-09
VEN001071;2023-09-27;CLI077;PROD042;Loja Física;1;150.14;150.14;5.0;7.51;142.63;74.94;67.69;47.5;Concluída;2023-09
VEN001072;2023-09-17;CLI003;PROD042;Loja Física;2;150.14;300.28;5.0;15.01;285.27;149.88;135.39;47.5;Concluída;2023-09
VEN001073;2023-09-26;CLI066;PROD042;E-commerce;1;150.14;150.14;5.0;7.51;142.63;74.94;67.69;47.5;Concluída;2023-09
VEN001074;2023-09-03;CLI075;PROD042;Loja Física;2;150.14;300.28;0.0;0.0;300.28;149.88;150.4;50.1;Concluída;2023-09
VEN001075;2023-09-28;CLI056;PROD042;Loja Física;2;150.14;300.28;0.0;0.0;300.28;149.88;150.4;50.1;Concluída;2023-09
VEN001076;2023-09-22;CLI110;PROD042;Loja Física;2;150.14;300.28;0.0;0.0;300.28;149.88;150.4;50.1;Concluída;2023-09
VEN001077;2023-09-05;CLI099;PROD042;WhatsApp;1;150.14;150.14;0.0;0.0;150.14;74.94;75.2;50.1;Concluída;2023-09
VEN001078;2023-09-21;CLI108;PROD042;Loja Física;1;150.14;150.14;0.0;0.0;150.14;74.94;75.2;50.1;Concluída;2023-09
VEN001079;2023-09-09;CLI093;PROD042;Loja Física;3;150.14;450.42;0.0;0.0;450.42;224.82;225.6;50.1;Concluída;2023-09
VEN001080;2023-09-15;CLI098;PROD043;Loja Física;1;182.91;182.91;0.0;0.0;182.91;83.61;99.3;54.3;Concluída;2023-09
VEN001081;2023-09-20;CLI034;PROD043;WhatsApp;2;182.91;365.82;5.0;18.29;347.53;167.22;180.31;51.9;Concluída;2023-09
VEN001082;2023-09-20;CLI099;PROD043;E-commerce;1;182.91;182.91;5.0;9.15;173.76;83.61;90.15;51.9;Concluída;2023-09
VEN001083;2023-09-30;CLI087;PROD043;Loja Física;1;182.91;182.91;0.0;0.0;182.91;83.61;99.3;54.3;Concluída;2023-09
VEN001084;2023-09-30;CLI092;PROD043;Loja Física;3;182.91;548.73;0.0;0.0;548.73;250.83;297.9;54.3;Concluída;2023-09
VEN001085;2023-09-09;CLI048;PROD043;E-commerce;1;182.91;182.91;0.0;0.0;182.91;83.61;99.3;54.3;Concluída;2023-09
VEN001086;2023-09-09;CLI069;PROD043;WhatsApp;2;182.91;365.82;5.0;18.29;347.53;167.22;180.31;51.9;Concluída;2023-09
VEN001087;2023-09-20;CLI044;PROD043;E-commerce;1;182.91;182.91;5.0;9.15;173.76;83.61;90.15;51.9;Concluída;2023-09
VEN001088;2023-09-18;CLI098;PROD043;E-commerce;1;182.91;182.91;5.0;9.15;173.76;83.61;90.15;51.9;Concluída;2023-09
VEN001089;2023-09-22;CLI090;PROD044;Loja Física;1;120.25;120.25;0.0;0.0;120.25;56.33;63.92;53.2;Concluída;2023-09
VEN001090;2023-09-15;CLI090;PROD044;WhatsApp;2;120.25;240.5;0.0;0.0;240.5;112.66;127.84;53.2;Concluída;2023-09
VEN001091;2023-09-26;CLI005;PROD044;Loja Física;4;120.25;481.0;0.0;0.0;481.0;225.32;255.68;53.2;Concluída;2023-09
VEN001092;2023-09-07;CLI055;PROD044;WhatsApp;1;120.25;120.25;0.0;0.0;120.25;56.33;63.92;53.2;Concluída;2023-09
VEN001093;2023-09-04;CLI105;PROD044;Loja Física;2;120.25;240.5;5.0;12.03;228.47;112.66;115.81;50.7;Concluída;2023-09
VEN001094;2023-09-12;CLI113;PROD044;Loja Física;4;120.25;481.0;0.0;0.0;481.0;225.32;255.68;53.2;Concluída;2023-09
VEN001095;2023-09-15;CLI075;PROD044;Loja Física;2;120.25;240.5;0.0;0.0;240.5;112.66;127.84;53.2;Concluída;2023-09
VEN001096;2023-09-21;CLI119;PROD044;E-commerce;2;120.25;240.5;0.0;0.0;240.5;112.66;127.84;53.2;Concluída;2023-09
VEN001097;2023-09-08;CLI103;PROD044;Loja Física;1;120.25;120.25;5.0;6.01;114.24;56.33;57.91;50.7;Concluída;2023-09
VEN001098;2023-09-02;CLI120;PROD044;Loja Física;1;120.25;120.25;0.0;0.0;120.25;56.33;63.92;53.2;Concluída;2023-09
VEN001099;2023-09-04;CLI028;PROD045;Loja Física;1;74.45;74.45;0.0;0.0;74.45;27.24;47.21;63.4;Concluída;2023-09
VEN001100;2023-09-01;CLI120;PROD045;Loja Física;1;74.45;74.45;0.0;0.0;74.45;27.24;47.21;63.4;Concluída;2023-09
VEN001101;2023-09-16;CLI118;PROD045;E-commerce;1;74.45;74.45;0.0;0.0;74.45;27.24;47.21;63.4;Concluída;2023-09
VEN001102;2023-09-20;CLI061;PROD045;E-commerce;2;74.45;148.9;0.0;0.0;148.9;54.48;94.42;63.4;Concluída;2023-09
VEN001103;2023-09-25;CLI075;PROD045;E-commerce;1;74.45;74.45;0.0;0.0;74.45;27.24;47.21;63.4;Concluída;2023-09
VEN001104;2023-09-08;CLI056;PROD045;E-commerce;1;74.45;74.45;5.0;3.72;70.73;27.24;43.49;61.5;Concluída;2023-09
VEN001105;2023-09-02;CLI060;PROD045;Loja Física;1;74.45;74.45;0.0;0.0;74.45;27.24;47.21;63.4;Concluída;2023-09
VEN001106;2023-09-12;CLI064;PROD045;Loja Física;2;74.45;148.9;0.0;0.0;148.9;54.48;94.42;63.4;Concluída;2023-09
VEN001107;2023-09-08;CLI007;PROD045;Loja Física;2;74.45;148.9;0.0;0.0;148.9;54.48;94.42;63.4;Concluída;2023-09
VEN001108;2023-09-30;CLI014;PROD045;Loja Física;2;74.45;148.9;0.0;0.0;148.9;54.48;94.42;63.4;Concluída;2023-09
VEN001109;2023-09-10;CLI086;PROD045;Loja Física;1;74.45;74.45;5.0;3.72;70.73;27.24;43.49;61.5;Concluída;2023-09
VEN001110;2023-09-12;CLI082;PROD045;E-commerce;2;74.45;148.9;0.0;0.0;148.9;54.48;94.42;63.4;Concluída;2023-09
VEN001111;2023-09-22;CLI051;PROD045;WhatsApp;2;74.45;148.9;5.0;7.45;141.45;54.48;86.97;61.5;Concluída;2023-09
VEN001112;2023-09-20;CLI030;PROD045;Loja Física;2;74.45;148.9;0.0;0.0;148.9;54.48;94.42;63.4;Concluída;2023-09
VEN001113;2023-09-17;CLI108;PROD045;E-commerce;1;74.45;74.45;0.0;0.0;74.45;27.24;47.21;63.4;Concluída;2023-09
VEN001114;2023-09-12;CLI087;PROD045;Loja Física;1;74.45;74.45;5.0;3.72;70.73;27.24;43.49;61.5;Concluída;2023-09
VEN001115;2023-09-18;CLI089;PROD045;Loja Física;1;74.45;74.45;0.0;0.0;74.45;27.24;47.21;63.4;Concluída;2023-09
VEN001116;2023-09-09;CLI073;PROD045;Loja Física;1;74.45;74.45;0.0;0.0;74.45;27.24;47.21;63.4;Concluída;2023-09
VEN001117;2023-09-16;CLI099;PROD045;WhatsApp;1;74.45;74.45;0.0;0.0;74.45;27.24;47.21;63.4;Concluída;2023-09
VEN001118;2023-09-12;CLI088;PROD045;E-commerce;1;74.45;74.45;0.0;0.0;74.45;27.24;47.21;63.4;Concluída;2023-09
VEN001119;2023-09-20;CLI004;PROD046;Loja Física;1;128.6;128.6;0.0;0.0;128.6;50.67;77.93;60.6;Concluída;2023-09
VEN001120;2023-09-09;CLI069;PROD046;E-commerce;1;128.6;128.6;0.0;0.0;128.6;50.67;77.93;60.6;Concluída;2023-09
VEN001121;2023-09-29;CLI093;PROD046;Loja Física;2;128.6;257.2;0.0;0.0;257.2;101.34;155.86;60.6;Concluída;2023-09
VEN001122;2023-09-15;CLI013;PROD046;E-commerce;3;128.6;385.8;0.0;0.0;385.8;152.01;233.79;60.6;Concluída;2023-09
VEN001123;2023-09-02;CLI111;PROD046;Loja Física;1;128.6;128.6;0.0;0.0;128.6;50.67;77.93;60.6;Concluída;2023-09
VEN001124;2023-09-19;CLI086;PROD046;Loja Física;2;128.6;257.2;0.0;0.0;257.2;101.34;155.86;60.6;Concluída;2023-09
VEN001125;2023-09-11;CLI008;PROD046;Loja Física;1;128.6;128.6;0.0;0.0;128.6;50.67;77.93;60.6;Concluída;2023-09
VEN001126;2023-09-04;CLI083;PROD046;Loja Física;1;128.6;128.6;0.0;0.0;128.6;50.67;77.93;60.6;Concluída;2023-09
VEN001127;2023-09-11;CLI105;PROD046;E-commerce;1;128.6;128.6;0.0;0.0;128.6;50.67;77.93;60.6;Concluída;2023-09
VEN001128;2023-09-28;CLI104;PROD046;Loja Física;1;128.6;128.6;0.0;0.0;128.6;50.67;77.93;60.6;Concluída;2023-09
VEN001129;2023-09-24;CLI064;PROD046;E-commerce;1;128.6;128.6;0.0;0.0;128.6;50.67;77.93;60.6;Concluída;2023-09
VEN001130;2023-09-26;CLI048;PROD046;E-commerce;1;128.6;128.6;0.0;0.0;128.6;50.67;77.93;60.6;Concluída;2023-09
VEN001131;2023-09-24;CLI014;PROD046;Loja Física;1;128.6;128.6;5.0;6.43;122.17;50.67;71.5;58.5;Concluída;2023-09
VEN001132;2023-09-05;CLI048;PROD046;Loja Física;1;128.6;128.6;0.0;0.0;128.6;50.67;77.93;60.6;Concluída;2023-09
VEN001133;2023-09-14;CLI073;PROD046;E-commerce;1;128.6;128.6;0.0;0.0;128.6;50.67;77.93;60.6;Concluída;2023-09
VEN001134;2023-09-27;CLI040;PROD046;E-commerce;1;128.6;128.6;5.0;6.43;122.17;50.67;71.5;58.5;Concluída;2023-09
VEN001135;2023-09-23;CLI082;PROD046;Loja Física;2;128.6;257.2;0.0;0.0;257.2;101.34;155.86;60.6;Concluída;2023-09
VEN001136;2023-09-19;CLI074;PROD046;Loja Física;1;128.6;128.6;0.0;0.0;128.6;50.67;77.93;60.6;Concluída;2023-09
VEN001137;2023-09-16;CLI113;PROD047;E-commerce;1;128.43;128.43;0.0;0.0;128.43;64.87;63.56;49.5;Concluída;2023-09
VEN001138;2023-09-07;CLI081;PROD047;E-commerce;2;128.43;256.86;5.0;12.84;244.02;129.74;114.28;46.8;Concluída;2023-09
VEN001139;2023-09-16;CLI020;PROD047;WhatsApp;2;128.43;256.86;5.0;12.84;244.02;129.74;114.28;46.8;Concluída;2023-09
VEN001140;2023-09-10;CLI098;PROD047;E-commerce;2;128.43;256.86;0.0;0.0;256.86;129.74;127.12;49.5;Concluída;2023-09
VEN001141;2023-09-25;CLI052;PROD047;Loja Física;2;128.43;256.86;0.0;0.0;256.86;129.74;127.12;49.5;Concluída;2023-09
VEN001142;2023-09-28;CLI039;PROD047;WhatsApp;2;128.43;256.86;0.0;0.0;256.86;129.74;127.12;49.5;Concluída;2023-09
VEN001143;2023-09-04;CLI117;PROD047;Loja Física;1;128.43;128.43;0.0;0.0;128.43;64.87;63.56;49.5;Concluída;2023-09
VEN001144;2023-09-14;CLI026;PROD048;WhatsApp;1;129.21;129.21;0.0;0.0;129.21;63.78;65.43;50.6;Concluída;2023-09
VEN001145;2023-09-02;CLI016;PROD048;Loja Física;3;129.21;387.63;5.0;19.38;368.25;191.34;176.91;48.0;Concluída;2023-09
VEN001146;2023-09-30;CLI086;PROD048;Loja Física;4;129.21;516.84;0.0;0.0;516.84;255.12;261.72;50.6;Concluída;2023-09
VEN001147;2023-09-13;CLI074;PROD048;Loja Física;2;129.21;258.42;0.0;0.0;258.42;127.56;130.86;50.6;Concluída;2023-09
VEN001148;2023-09-12;CLI097;PROD048;Loja Física;1;129.21;129.21;0.0;0.0;129.21;63.78;65.43;50.6;Concluída;2023-09
VEN001149;2023-09-22;CLI082;PROD048;E-commerce;2;129.21;258.42;0.0;0.0;258.42;127.56;130.86;50.6;Concluída;2023-09
VEN001150;2023-09-08;CLI063;PROD048;E-commerce;1;129.21;129.21;0.0;0.0;129.21;63.78;65.43;50.6;Concluída;2023-09
VEN001151;2023-09-23;CLI079;PROD048;Loja Física;1;129.21;129.21;0.0;0.0;129.21;63.78;65.43;50.6;Concluída;2023-09
VEN001152;2023-09-06;CLI092;PROD048;E-commerce;1;129.21;129.21;0.0;0.0;129.21;63.78;65.43;50.6;Concluída;2023-09
VEN001153;2023-09-08;CLI117;PROD049;E-commerce;1;242.31;242.31;0.0;0.0;242.31;107.66;134.65;55.6;Concluída;2023-09
VEN001154;2023-09-16;CLI013;PROD049;Loja Física;2;242.31;484.62;5.0;24.23;460.39;215.32;245.07;53.2;Concluída;2023-09
VEN001155;2023-09-12;CLI043;PROD049;Loja Física;2;242.31;484.62;0.0;0.0;484.62;215.32;269.3;55.6;Concluída;2023-09
VEN001156;2023-09-06;CLI022;PROD050;E-commerce;1;142.34;142.34;0.0;0.0;142.34;72.31;70.03;49.2;Concluída;2023-09
VEN001157;2023-09-21;CLI072;PROD050;E-commerce;1;142.34;142.34;0.0;0.0;142.34;72.31;70.03;49.2;Concluída;2023-09
VEN001158;2023-09-11;CLI115;PROD050;E-commerce;2;142.34;284.68;5.0;14.23;270.45;144.62;125.83;46.5;Concluída;2023-09
VEN001159;2023-09-17;CLI036;PROD050;WhatsApp;1;142.34;142.34;0.0;0.0;142.34;72.31;70.03;49.2;Concluída;2023-09
VEN001160;2023-09-19;CLI059;PROD050;Loja Física;1;142.34;142.34;0.0;0.0;142.34;72.31;70.03;49.2;Concluída;2023-09
VEN001161;2023-09-17;CLI051;PROD050;WhatsApp;1;142.34;142.34;5.0;7.12;135.22;72.31;62.91;46.5;Concluída;2023-09
VEN001162;2023-09-13;CLI028;PROD050;Loja Física;2;142.34;284.68;0.0;0.0;284.68;144.62;140.06;49.2;Concluída;2023-09
VEN001163;2023-09-22;CLI102;PROD050;Loja Física;1;142.34;142.34;0.0;0.0;142.34;72.31;70.03;49.2;Concluída;2023-09
VEN001164;2023-09-09;CLI056;PROD050;E-commerce;3;142.34;427.02;5.0;21.35;405.67;216.93;188.74;46.5;Concluída;2023-09
VEN001165;2023-09-17;CLI097;PROD051;Loja Física;1;177.28;177.28;0.0;0.0;177.28;71.94;105.34;59.4;Concluída;2023-09
VEN001166;2023-09-12;CLI094;PROD051;E-commerce;3;177.28;531.84;0.0;0.0;531.84;215.82;316.02;59.4;Concluída;2023-09
VEN001167;2023-09-09;CLI016;PROD051;Loja Física;2;177.28;354.56;0.0;0.0;354.56;143.88;210.68;59.4;Concluída;2023-09
VEN001168;2023-09-07;CLI105;PROD051;Loja Física;3;177.28;531.84;0.0;0.0;531.84;215.82;316.02;59.4;Concluída;2023-09
VEN001169;2023-09-16;CLI036;PROD051;E-commerce;2;177.28;354.56;0.0;0.0;354.56;143.88;210.68;59.4;Concluída;2023-09
VEN001170;2023-09-03;CLI007;PROD051;Loja Física;1;177.28;177.28;0.0;0.0;177.28;71.94;105.34;59.4;Concluída;2023-09
VEN001171;2023-09-20;CLI072;PROD052;E-commerce;1;168.06;168.06;5.0;8.4;159.66;72.93;86.73;54.3;Concluída;2023-09
VEN001172;2023-09-11;CLI109;PROD052;Loja Física;1;168.06;168.06;0.0;0.0;168.06;72.93;95.13;56.6;Concluída;2023-09
VEN001173;2023-09-13;CLI039;PROD052;Loja Física;1;168.06;168.06;0.0;0.0;168.06;72.93;95.13;56.6;Concluída;2023-09
VEN001174;2023-09-24;CLI078;PROD052;Loja Física;1;168.06;168.06;0.0;0.0;168.06;72.93;95.13;56.6;Concluída;2023-09
VEN001175;2023-09-24;CLI049;PROD052;Loja Física;1;168.06;168.06;5.0;8.4;159.66;72.93;86.73;54.3;Concluída;2023-09
VEN001176;2023-09-03;CLI068;PROD052;Loja Física;1;168.06;168.06;0.0;0.0;168.06;72.93;95.13;56.6;Concluída;2023-09
VEN001177;2023-09-28;CLI074;PROD052;Loja Física;3;168.06;504.18;0.0;0.0;504.18;218.79;285.39;56.6;Concluída;2023-09
VEN001178;2023-09-20;CLI070;PROD052;E-commerce;1;168.06;168.06;0.0;0.0;168.06;72.93;95.13;56.6;Concluída;2023-09
VEN001179;2023-09-06;CLI106;PROD052;WhatsApp;4;168.06;672.24;0.0;0.0;672.24;291.72;380.52;56.6;Concluída;2023-09
VEN001180;2023-09-25;CLI001;PROD052;E-commerce;1;168.06;168.06;0.0;0.0;168.06;72.93;95.13;56.6;Concluída;2023-09
VEN001181;2023-09-22;CLI074;PROD053;E-commerce;4;154.87;619.48;5.0;30.97;588.51;274.2;314.31;53.4;Concluída;2023-09
VEN001182;2023-09-21;CLI015;PROD053;Loja Física;1;154.87;154.87;0.0;0.0;154.87;68.55;86.32;55.7;Concluída;2023-09
VEN001183;2023-09-21;CLI060;PROD053;E-commerce;3;154.87;464.61;0.0;0.0;464.61;205.65;258.96;55.7;Concluída;2023-09
VEN001184;2023-09-28;CLI112;PROD053;Loja Física;2;154.87;309.74;0.0;0.0;309.74;137.1;172.64;55.7;Concluída;2023-09
VEN001185;2023-09-28;CLI118;PROD053;WhatsApp;1;154.87;154.87;0.0;0.0;154.87;68.55;86.32;55.7;Concluída;2023-09
VEN001186;2023-09-16;CLI024;PROD053;Loja Física;1;154.87;154.87;0.0;0.0;154.87;68.55;86.32;55.7;Concluída;2023-09
VEN001187;2023-09-15;CLI019;PROD053;Loja Física;4;154.87;619.48;0.0;0.0;619.48;274.2;345.28;55.7;Concluída;2023-09
VEN001188;2023-09-20;CLI028;PROD053;Loja Física;1;154.87;154.87;0.0;0.0;154.87;68.55;86.32;55.7;Concluída;2023-09
VEN001189;2023-09-03;CLI059;PROD054;E-commerce;2;57.31;114.62;0.0;0.0;114.62;54.68;59.94;52.3;Concluída;2023-09
VEN001190;2023-09-05;CLI114;PROD054;Loja Física;1;57.31;57.31;0.0;0.0;57.31;27.34;29.97;52.3;Concluída;2023-09
VEN001191;2023-09-24;CLI054;PROD054;Loja Física;2;57.31;114.62;0.0;0.0;114.62;54.68;59.94;52.3;Concluída;2023-09
VEN001192;2023-09-09;CLI052;PROD054;E-commerce;2;57.31;114.62;5.0;5.73;108.89;54.68;54.21;49.8;Concluída;2023-09
VEN001193;2023-09-18;CLI029;PROD054;E-commerce;1;57.31;57.31;0.0;0.0;57.31;27.34;29.97;52.3;Concluída;2023-09
VEN001194;2023-09-10;CLI042;PROD054;E-commerce;1;57.31;57.31;0.0;0.0;57.31;27.34;29.97;52.3;Concluída;2023-09
VEN001195;2023-09-04;CLI012;PROD054;Loja Física;2;57.31;114.62;0.0;0.0;114.62;54.68;59.94;52.3;Concluída;2023-09
VEN001196;2023-09-10;CLI072;PROD054;Loja Física;1;57.31;57.31;0.0;0.0;57.31;27.34;29.97;52.3;Concluída;2023-09
VEN001197;2023-09-18;CLI046;PROD054;E-commerce;1;57.31;57.31;0.0;0.0;57.31;27.34;29.97;52.3;Concluída;2023-09
VEN001198;2023-09-09;CLI058;PROD054;WhatsApp;2;57.31;114.62;0.0;0.0;114.62;54.68;59.94;52.3;Concluída;2023-09
VEN001199;2023-09-18;CLI007;PROD054;E-commerce;4;57.31;229.24;0.0;0.0;229.24;109.36;119.88;52.3;Concluída;2023-09
VEN001200;2023-09-08;CLI033;PROD054;Loja Física;2;57.31;114.62;0.0;0.0;114.62;54.68;59.94;52.3;Concluída;2023-09
VEN001201;2023-09-14;CLI001;PROD054;E-commerce;1;57.31;57.31;0.0;0.0;57.31;27.34;29.97;52.3;Concluída;2023-09
VEN001202;2023-09-10;CLI103;PROD054;Loja Física;1;57.31;57.31;5.0;2.87;54.44;27.34;27.1;49.8;Concluída;2023-09
VEN001203;2023-09-07;CLI118;PROD055;E-commerce;1;90.64;90.64;0.0;0.0;90.64;35.37;55.27;61.0;Concluída;2023-09
VEN001204;2023-09-09;CLI034;PROD055;E-commerce;4;90.64;362.56;0.0;0.0;362.56;141.48;221.08;61.0;Concluída;2023-09
VEN001205;2023-09-12;CLI016;PROD055;Loja Física;1;90.64;90.64;0.0;0.0;90.64;35.37;55.27;61.0;Concluída;2023-09
VEN001206;2023-09-21;CLI021;PROD055;WhatsApp;1;90.64;90.64;0.0;0.0;90.64;35.37;55.27;61.0;Concluída;2023-09
VEN001207;2023-09-13;CLI075;PROD055;E-commerce;2;90.64;181.28;0.0;0.0;181.28;70.74;110.54;61.0;Concluída;2023-09
VEN001208;2023-09-13;CLI026;PROD055;E-commerce;1;90.64;90.64;0.0;0.0;90.64;35.37;55.27;61.0;Concluída;2023-09
VEN001209;2023-09-22;CLI076;PROD055;Loja Física;1;90.64;90.64;0.0;0.0;90.64;35.37;55.27;61.0;Concluída;2023-09
VEN001210;2023-09-03;CLI104;PROD055;WhatsApp;1;90.64;90.64;5.0;4.53;86.11;35.37;50.74;58.9;Concluída;2023-09
VEN001211;2023-09-30;CLI068;PROD055;E-commerce;1;90.64;90.64;0.0;0.0;90.64;35.37;55.27;61.0;Concluída;2023-09
VEN001212;2023-09-15;CLI098;PROD055;WhatsApp;1;90.64;90.64;0.0;0.0;90.64;35.37;55.27;61.0;Concluída;2023-09
VEN001213;2023-09-28;CLI068;PROD055;Loja Física;2;90.64;181.28;0.0;0.0;181.28;70.74;110.54;61.0;Concluída;2023-09
VEN001214;2023-09-13;CLI044;PROD055;Loja Física;2;90.64;181.28;0.0;0.0;181.28;70.74;110.54;61.0;Concluída;2023-09
VEN001215;2023-09-01;CLI095;PROD056;Loja Física;2;153.91;307.82;0.0;0.0;307.82;128.86;178.96;58.1;Concluída;2023-09
VEN001216;2023-09-20;CLI016;PROD056;E-commerce;4;153.91;615.64;0.0;0.0;615.64;257.72;357.92;58.1;Concluída;2023-09
VEN001217;2023-09-18;CLI029;PROD056;E-commerce;2;153.91;307.82;0.0;0.0;307.82;128.86;178.96;58.1;Concluída;2023-09
VEN001218;2023-09-26;CLI089;PROD056;E-commerce;1;153.91;153.91;0.0;0.0;153.91;64.43;89.48;58.1;Concluída;2023-09
VEN001219;2023-09-12;CLI012;PROD056;E-commerce;3;153.91;461.73;0.0;0.0;461.73;193.29;268.44;58.1;Concluída;2023-09
VEN001220;2023-09-26;CLI096;PROD056;Loja Física;1;153.91;153.91;5.0;7.7;146.21;64.43;81.78;55.9;Concluída;2023-09
VEN001221;2023-09-08;CLI028;PROD056;Loja Física;1;153.91;153.91;0.0;0.0;153.91;64.43;89.48;58.1;Concluída;2023-09
VEN001222;2023-09-28;CLI080;PROD056;Loja Física;1;153.91;153.91;0.0;0.0;153.91;64.43;89.48;58.1;Concluída;2023-09
VEN001223;2023-09-21;CLI102;PROD056;Loja Física;1;153.91;153.91;5.0;7.7;146.21;64.43;81.78;55.9;Concluída;2023-09
VEN001224;2023-09-03;CLI023;PROD056;E-commerce;2;153.91;307.82;5.0;15.39;292.43;128.86;163.57;55.9;Concluída;2023-09
VEN001225;2023-09-11;CLI031;PROD056;E-commerce;1;153.91;153.91;0.0;0.0;153.91;64.43;89.48;58.1;Concluída;2023-09
VEN001226;2023-09-30;CLI027;PROD057;Loja Física;1;211.99;211.99;0.0;0.0;211.99;99.86;112.13;52.9;Concluída;2023-09
VEN001227;2023-09-03;CLI095;PROD057;Loja Física;4;211.99;847.96;0.0;0.0;847.96;399.44;448.52;52.9;Concluída;2023-09
VEN001228;2023-09-24;CLI049;PROD057;Loja Física;1;211.99;211.99;0.0;0.0;211.99;99.86;112.13;52.9;Concluída;2023-09
VEN001229;2023-09-08;CLI014;PROD057;Loja Física;2;211.99;423.98;0.0;0.0;423.98;199.72;224.26;52.9;Concluída;2023-09
VEN001230;2023-09-29;CLI090;PROD057;Loja Física;1;211.99;211.99;0.0;0.0;211.99;99.86;112.13;52.9;Concluída;2023-09
VEN001231;2023-09-17;CLI008;PROD057;E-commerce;1;211.99;211.99;0.0;0.0;211.99;99.86;112.13;52.9;Concluída;2023-09
VEN001232;2023-09-29;CLI112;PROD057;E-commerce;2;211.99;423.98;0.0;0.0;423.98;199.72;224.26;52.9;Concluída;2023-09
VEN001233;2023-09-27;CLI019;PROD058;Loja Física;3;298.89;896.67;0.0;0.0;896.67;422.76;473.91;52.9;Concluída;2023-09
VEN001234;2023-09-13;CLI060;PROD058;WhatsApp;1;298.89;298.89;0.0;0.0;298.89;140.92;157.97;52.9;Concluída;2023-09
VEN001235;2023-09-27;CLI064;PROD058;Loja Física;1;298.89;298.89;0.0;0.0;298.89;140.92;157.97;52.9;Concluída;2023-09
VEN001236;2023-09-22;CLI018;PROD058;E-commerce;1;298.89;298.89;5.0;14.94;283.95;140.92;143.03;50.4;Concluída;2023-09
VEN001237;2023-09-05;CLI001;PROD058;E-commerce;1;298.89;298.89;5.0;14.94;283.95;140.92;143.03;50.4;Concluída;2023-09
VEN001238;2023-09-10;CLI078;PROD058;WhatsApp;3;298.89;896.67;0.0;0.0;896.67;422.76;473.91;52.9;Concluída;2023-09
VEN001239;2023-09-23;CLI092;PROD058;Loja Física;1;298.89;298.89;0.0;0.0;298.89;140.92;157.97;52.9;Concluída;2023-09
VEN001240;2023-09-25;CLI102;PROD059;Loja Física;3;116.02;348.06;0.0;0.0;348.06;155.28;192.78;55.4;Concluída;2023-09
VEN001241;2023-09-18;CLI089;PROD059;Loja Física;2;116.02;232.04;0.0;0.0;232.04;103.52;128.52;55.4;Concluída;2023-09
VEN001242;2023-09-20;CLI098;PROD059;E-commerce;4;116.02;464.08;5.0;23.2;440.88;207.04;233.84;53.0;Concluída;2023-09
VEN001243;2023-09-27;CLI012;PROD059;E-commerce;3;116.02;348.06;0.0;0.0;348.06;155.28;192.78;55.4;Concluída;2023-09
VEN001244;2023-09-18;CLI100;PROD059;E-commerce;1;116.02;116.02;0.0;0.0;116.02;51.76;64.26;55.4;Concluída;2023-09
VEN001245;2023-09-12;CLI045;PROD059;WhatsApp;1;116.02;116.02;5.0;5.8;110.22;51.76;58.46;53.0;Concluída;2023-09
VEN001246;2023-09-25;CLI075;PROD059;Loja Física;1;116.02;116.02;0.0;0.0;116.02;51.76;64.26;55.4;Concluída;2023-09
VEN001247;2023-09-03;CLI023;PROD059;E-commerce;2;116.02;232.04;0.0;0.0;232.04;103.52;128.52;55.4;Concluída;2023-09
VEN001248;2023-09-06;CLI019;PROD060;Loja Física;3;167.93;503.79;0.0;0.0;503.79;247.95;255.84;50.8;Concluída;2023-09
VEN001249;2023-09-07;CLI107;PROD060;E-commerce;3;167.93;503.79;0.0;0.0;503.79;247.95;255.84;50.8;Concluída;2023-09
VEN001250;2023-09-18;CLI063;PROD060;E-commerce;3;167.93;503.79;0.0;0.0;503.79;247.95;255.84;50.8;Concluída;2023-09
VEN001251;2023-09-15;CLI005;PROD061;E-commerce;1;122.5;122.5;0.0;0.0;122.5;54.84;67.66;55.2;Concluída;2023-09
VEN001252;2023-09-13;CLI081;PROD061;Loja Física;2;122.5;245.0;0.0;0.0;245.0;109.68;135.32;55.2;Concluída;2023-09
VEN001253;2023-09-14;CLI063;PROD061;Loja Física;1;122.5;122.5;0.0;0.0;122.5;54.84;67.66;55.2;Concluída;2023-09
