id_conta_receber;venda_id;cliente_id;data_emissao;data_vencimento;data_recebimento;numero_parcela;total_parcelas;valor_original;valor_recebido;saldo_aberto;status;forma_recebimento
CR011354;VEN008757;CLI068;2024-06-20;2024-06-20;2024-06-21;1;1;204.62;204.62;0.0;Recebido;Cartão de Débito
CR011355;VEN008758;CLI057;2024-06-30;2024-07-30;2024-07-30;1;2;306.93;306.93;0.0;Recebido;Cartão de Crédito
CR011356;VEN008758;CLI057;2024-06-30;2024-08-29;2024-08-29;2;2;306.92;306.92;0.0;Recebido;Cartão de Crédito
CR011357;VEN008759;CLI026;2024-06-24;2024-07-24;2024-07-24;1;3;86.63;86.63;0.0;Recebido;Cartão de Crédito
CR011358;VEN008759;CLI026;2024-06-24;2024-08-23;2024-08-23;2;3;86.63;86.63;0.0;Recebido;Cartão de Crédito
CR011359;VEN008759;CLI026;2024-06-24;2024-09-22;2024-09-22;3;3;86.64;86.64;0.0;Recebido;Cartão de Crédito
CR011360;VEN008760;CLI113;2024-06-27;2024-06-27;2024-06-27;1;1;129.95;129.95;0.0;Recebido;Cartão de Débito
CR011361;VEN008761;CLI048;2024-06-17;2024-07-17;2024-07-18;1;1;259.9;259.9;0.0;Recebido;Cartão de Crédito
CR011362;VEN008762;CLI025;2024-06-08;2024-06-08;2024-06-09;1;1;259.9;259.9;0.0;Recebido;Cartão de Débito
CR011363;VEN008763;CLI013;2024-06-11;2024-07-11;2024-07-13;1;3;43.32;43.32;0.0;Recebido;Cartão de Crédito
CR011364;VEN008763;CLI013;2024-06-11;2024-08-10;2024-08-10;2;3;43.32;43.32;0.0;Recebido;Cartão de Crédito
CR011365;VEN008763;CLI013;2024-06-11;2024-09-09;2024-09-09;3;3;43.31;43.31;0.0;Recebido;Cartão de Crédito
CR011366;VEN008764;CLI080;2024-06-29;2024-06-29;2024-06-29;1;1;129.95;129.95;0.0;Recebido;Cartão de Débito
CR011367;VEN008765;CLI061;2024-06-07;2024-07-07;2024-07-07;1;3;43.32;43.32;0.0;Recebido;Cartão de Crédito
CR011368;VEN008765;CLI061;2024-06-07;2024-08-06;2024-08-08;2;3;43.32;43.32;0.0;Recebido;Cartão de Crédito
CR011369;VEN008765;CLI061;2024-06-07;2024-09-05;2024-09-05;3;3;43.31;43.31;0.0;Recebido;Cartão de Crédito
CR011370;VEN008766;CLI056;2024-06-11;2024-06-11;2024-06-12;1;1;127.09;127.09;0.0;Recebido;Cartão de Débito
CR011371;VEN008767;CLI068;2024-06-20;2024-07-20;2024-07-22;1;1;127.09;127.09;0.0;Recebido;Cartão de Crédito
CR011372;VEN008768;CLI070;2024-06-14;2024-06-14;2024-06-14;1;1;127.09;127.09;0.0;Recebido;Cartão de Débito
CR011373;VEN008769;CLI052;2024-06-08;2024-06-08;2024-06-08;1;1;127.09;127.09;0.0;Recebido;Cartão de Débito
CR011374;VEN008770;CLI083;2024-06-25;2024-06-25;2024-06-25;1;1;127.09;127.09;0.0;Recebido;PIX
CR011375;VEN008771;CLI052;2024-06-12;2024-06-12;2024-06-14;1;1;127.09;127.09;0.0;Recebido;PIX
CR011376;VEN008772;CLI007;2024-06-04;2024-07-04;2024-07-06;1;2;190.63;190.63;0.0;Recebido;Cartão de Crédito
CR011377;VEN008772;CLI007;2024-06-04;2024-08-03;2024-08-03;2;2;190.64;190.64;0.0;Recebido;Cartão de Crédito
CR011378;VEN008773;CLI089;2024-06-20;2024-07-20;2024-07-22;1;3;42.36;42.36;0.0;Recebido;Cartão de Crédito
CR011379;VEN008773;CLI089;2024-06-20;2024-08-19;2024-08-19;2;3;42.36;42.36;0.0;Recebido;Cartão de Crédito
CR011380;VEN008773;CLI089;2024-06-20;2024-09-18;2024-09-18;3;3;42.37;42.37;0.0;Recebido;Cartão de Crédito
CR011381;VEN008774;CLI111;2024-06-14;2024-06-14;2024-06-14;1;1;254.18;254.18;0.0;Recebido;PIX
CR011382;VEN008775;CLI002;2024-06-30;2024-07-30;2024-07-31;1;1;127.09;127.09;0.0;Recebido;Cartão de Crédito
CR011383;VEN008776;CLI011;2024-06-14;2024-07-14;2024-07-16;1;1;382.28;382.28;0.0;Recebido;Cartão de Crédito
CR011384;VEN008777;CLI039;2024-06-15;2024-06-15;2024-06-15;1;1;191.14;191.14;0.0;Recebido;PIX
CR011385;VEN008778;CLI082;2024-06-28;2024-07-28;2024-07-28;1;1;181.58;181.58;0.0;Recebido;Cartão de Crédito
CR011386;VEN008779;CLI093;2024-06-26;2024-06-26;2024-06-27;1;1;191.14;191.14;0.0;Recebido;PIX
CR011387;VEN008780;CLI088;2024-06-05;2024-07-05;2024-07-06;1;1;764.56;764.56;0.0;Recebido;Cartão de Crédito
CR011388;VEN008781;CLI058;2024-06-19;2024-06-19;2024-06-19;1;1;191.14;191.14;0.0;Recebido;PIX
CR011389;VEN008782;CLI024;2024-06-09;2024-06-09;2024-06-09;1;1;191.14;191.14;0.0;Recebido;Cartão de Débito
CR011390;VEN008783;CLI079;2024-06-26;2024-06-26;2024-06-26;1;1;191.14;191.14;0.0;Recebido;Cartão de Débito
CR011391;VEN008784;CLI063;2024-06-05;2024-07-05;2024-07-05;1;1;477.51;477.51;0.0;Recebido;Cartão de Crédito
CR011392;VEN008785;CLI014;2024-06-28;2024-06-28;2024-06-28;1;1;251.32;251.32;0.0;Recebido;Cartão de Débito
CR011393;VEN008786;CLI022;2024-06-06;2024-06-06;2024-06-06;1;1;376.98;376.98;0.0;Recebido;Cartão de Débito
CR011394;VEN008787;CLI009;2024-06-22;2024-06-22;2024-06-24;1;1;238.75;238.75;0.0;Recebido;Cartão de Débito
CR011395;VEN008788;CLI031;2024-06-25;2024-07-25;2024-07-25;1;3;41.89;41.89;0.0;Recebido;Cartão de Crédito
CR011396;VEN008788;CLI031;2024-06-25;2024-08-24;2024-08-24;2;3;41.89;41.89;0.0;Recebido;Cartão de Crédito
CR011397;VEN008788;CLI031;2024-06-25;2024-09-23;2024-09-23;3;3;41.88;41.88;0.0;Recebido;Cartão de Crédito
CR011398;VEN008789;CLI041;2024-06-09;2024-07-09;2024-07-09;1;1;119.38;119.38;0.0;Recebido;Cartão de Crédito
CR011399;VEN008790;CLI012;2024-06-04;2024-06-04;2024-06-04;1;1;251.32;251.32;0.0;Recebido;PIX
CR011400;VEN008791;CLI059;2024-06-22;2024-07-22;2024-07-23;1;3;41.89;41.89;0.0;Recebido;Cartão de Crédito
CR011401;VEN008791;CLI059;2024-06-22;2024-08-21;2024-08-22;2;3;41.89;41.89;0.0;Recebido;Cartão de Crédito
CR011402;VEN008791;CLI059;2024-06-22;2024-09-20;2024-09-20;3;3;41.88;41.88;0.0;Recebido;Cartão de Crédito
CR011403;VEN008792;CLI054;2024-06-20;2024-07-20;2024-07-21;1;2;119.38;119.38;0.0;Recebido;Cartão de Crédito
CR011404;VEN008792;CLI054;2024-06-20;2024-08-19;2024-08-21;2;2;119.37;119.37;0.0;Recebido;Cartão de Crédito
CR011405;VEN008793;CLI049;2024-06-16;2024-06-16;2024-06-17;1;1;119.38;119.38;0.0;Recebido;PIX
CR011406;VEN008794;CLI079;2024-06-10;2024-06-10;2024-06-10;1;1;125.66;125.66;0.0;Recebido;PIX
CR011407;VEN008795;CLI048;2024-06-21;2024-06-21;2024-06-22;1;1;238.75;238.75;0.0;Recebido;Cartão de Débito
CR011408;VEN008796;CLI073;2024-06-24;2024-06-24;2024-06-24;1;1;238.75;238.75;0.0;Recebido;Cartão de Débito
CR011409;VEN008797;CLI045;2024-06-27;2024-07-27;2024-07-27;1;1;125.66;125.66;0.0;Recebido;Cartão de Crédito
CR011410;VEN008798;CLI018;2024-06-25;2024-07-25;2024-07-27;1;3;42.01;42.01;0.0;Recebido;Cartão de Crédito
CR011411;VEN008798;CLI018;2024-06-25;2024-08-24;2024-08-24;2;3;42.01;42.01;0.0;Recebido;Cartão de Crédito
CR011412;VEN008798;CLI018;2024-06-25;2024-09-23;2024-09-23;3;3;42.02;42.02;0.0;Recebido;Cartão de Crédito
CR011413;VEN008799;CLI083;2024-06-26;2024-06-26;2024-06-27;1;1;126.04;126.04;0.0;Recebido;Cartão de Débito
CR011414;VEN008800;CLI103;2024-06-16;2024-06-16;2024-06-16;1;1;126.04;126.04;0.0;Recebido;Cartão de Débito
CR011415;VEN008801;CLI106;2024-06-27;2024-06-27;2024-06-27;1;1;63.02;63.02;0.0;Recebido;Cartão de Débito
CR011416;VEN008802;CLI092;2024-06-16;2024-06-16;2024-06-16;1;1;63.02;63.02;0.0;Recebido;PIX
CR011417;VEN008803;CLI024;2024-06-28;2024-07-28;2024-07-29;1;3;42.01;42.01;0.0;Recebido;Cartão de Crédito
CR011418;VEN008803;CLI024;2024-06-28;2024-08-27;2024-08-27;2;3;42.01;42.01;0.0;Recebido;Cartão de Crédito
CR011419;VEN008803;CLI024;2024-06-28;2024-09-26;2024-09-28;3;3;42.02;42.02;0.0;Recebido;Cartão de Crédito
CR011420;VEN008804;CLI033;2024-06-02;2024-07-02;2024-07-02;1;1;63.02;63.02;0.0;Recebido;Cartão de Crédito
CR011421;VEN008805;CLI030;2024-06-27;2024-06-27;2024-06-29;1;1;63.02;63.02;0.0;Recebido;PIX
CR011422;VEN008806;CLI037;2024-06-19;2024-06-19;2024-06-19;1;1;63.02;63.02;0.0;Recebido;PIX
CR011423;VEN008807;CLI110;2024-06-04;2024-06-04;2024-06-05;1;1;63.02;63.02;0.0;Recebido;Cartão de Débito
CR011424;VEN008808;CLI055;2024-06-09;2024-06-09;2024-06-09;1;1;63.02;63.02;0.0;Recebido;Cartão de Débito
CR011425;VEN008809;CLI102;2024-06-15;2024-07-15;2024-07-17;1;2;63.02;63.02;0.0;Recebido;Cartão de Crédito
CR011426;VEN008809;CLI102;2024-06-15;2024-08-14;2024-08-14;2;2;63.02;63.02;0.0;Recebido;Cartão de Crédito
CR011427;VEN008810;CLI113;2024-06-10;2024-07-10;2024-07-10;1;1;126.04;126.04;0.0;Recebido;Cartão de Crédito
CR011428;VEN008811;CLI118;2024-06-05;2024-07-05;2024-07-07;1;2;31.51;31.51;0.0;Recebido;Cartão de Crédito
CR011429;VEN008811;CLI118;2024-06-05;2024-08-04;2024-08-04;2;2;31.51;31.51;0.0;Recebido;Cartão de Crédito
CR011430;VEN008812;CLI004;2024-06-03;2024-07-03;2024-07-03;1;2;31.51;31.51;0.0;Recebido;Cartão de Crédito
CR011431;VEN008812;CLI004;2024-06-03;2024-08-02;2024-08-02;2;2;31.51;31.51;0.0;Recebido;Cartão de Crédito
CR011432;VEN008813;CLI065;2024-06-20;2024-07-20;2024-07-20;1;1;63.02;63.02;0.0;Recebido;Cartão de Crédito
CR011433;VEN008814;CLI058;2024-06-25;2024-07-25;2024-07-25;1;1;189.05;189.05;0.0;Recebido;Cartão de Crédito
CR011434;VEN008815;CLI103;2024-06-26;2024-07-26;2024-07-26;1;1;326.57;326.57;0.0;Recebido;Cartão de Crédito
CR011435;VEN008816;CLI115;2024-06-03;2024-07-03;2024-07-04;1;2;54.42;54.42;0.0;Recebido;Cartão de Crédito
CR011436;VEN008816;CLI115;2024-06-03;2024-08-02;2024-08-04;2;2;54.43;54.43;0.0;Recebido;Cartão de Crédito
CR011437;VEN008817;CLI088;2024-06-26;2024-07-26;2024-07-26;1;1;217.71;217.71;0.0;Recebido;Cartão de Crédito
CR011438;VEN008818;CLI093;2024-06-07;2024-07-07;2024-07-08;1;3;36.28;36.28;0.0;Recebido;Cartão de Crédito
CR011439;VEN008818;CLI093;2024-06-07;2024-08-06;2024-08-06;2;3;36.28;36.28;0.0;Recebido;Cartão de Crédito
CR011440;VEN008818;CLI093;2024-06-07;2024-09-05;2024-09-05;3;3;36.29;36.29;0.0;Recebido;Cartão de Crédito
CR011441;VEN008819;CLI027;2024-06-06;2024-07-06;2024-07-06;1;1;108.85;108.85;0.0;Recebido;Cartão de Crédito
CR011442;VEN008820;CLI027;2024-06-22;2024-07-22;2024-07-24;1;1;108.85;108.85;0.0;Recebido;Cartão de Crédito
CR011443;VEN008821;CLI048;2024-06-09;2024-06-09;2024-06-09;1;1;217.71;217.71;0.0;Recebido;Cartão de Débito
CR011444;VEN008822;CLI021;2024-06-28;2024-07-28;2024-07-28;1;2;217.71;217.71;0.0;Recebido;Cartão de Crédito
CR011445;VEN008822;CLI021;2024-06-28;2024-08-27;2024-08-27;2;2;217.71;217.71;0.0;Recebido;Cartão de Crédito
CR011446;VEN008823;CLI070;2024-06-18;2024-07-18;2024-07-19;1;1;217.71;217.71;0.0;Recebido;Cartão de Crédito
CR011447;VEN008824;CLI004;2024-06-19;2024-07-19;2024-07-19;1;1;217.71;217.71;0.0;Recebido;Cartão de Crédito
CR011448;VEN008825;CLI097;2024-06-24;2024-07-24;2024-07-25;1;1;108.85;108.85;0.0;Recebido;Cartão de Crédito
CR011449;VEN008826;CLI003;2024-06-10;2024-07-10;2024-07-11;1;1;108.85;108.85;0.0;Recebido;Cartão de Crédito
CR011450;VEN008827;CLI096;2024-06-28;2024-07-28;2024-07-30;1;3;89.47;89.47;0.0;Recebido;Cartão de Crédito
CR011451;VEN008827;CLI096;2024-06-28;2024-08-27;2024-08-27;2;3;89.47;89.47;0.0;Recebido;Cartão de Crédito
CR011452;VEN008827;CLI096;2024-06-28;2024-09-26;2024-09-26;3;3;89.48;89.48;0.0;Recebido;Cartão de Crédito
CR011453;VEN008828;CLI049;2024-06-15;2024-07-15;2024-07-15;1;2;134.21;134.21;0.0;Recebido;Cartão de Crédito
CR011454;VEN008828;CLI049;2024-06-15;2024-08-14;2024-08-14;2;2;134.21;134.21;0.0;Recebido;Cartão de Crédito
CR011455;VEN008829;CLI080;2024-06-28;2024-07-28;2024-07-28;1;3;89.47;89.47;0.0;Recebido;Cartão de Crédito
CR011456;VEN008829;CLI080;2024-06-28;2024-08-27;2024-08-27;2;3;89.47;89.47;0.0;Recebido;Cartão de Crédito
CR011457;VEN008829;CLI080;2024-06-28;2024-09-26;2024-09-27;3;3;89.48;89.48;0.0;Recebido;Cartão de Crédito
CR011458;VEN008830;CLI088;2024-06-03;2024-07-03;2024-07-03;1;1;255.0;255.0;0.0;Recebido;Cartão de Crédito
CR011459;VEN008831;CLI079;2024-06-18;2024-07-18;2024-07-18;1;1;134.21;134.21;0.0;Recebido;Cartão de Crédito
CR011460;VEN008832;CLI117;2024-06-25;2024-07-25;2024-07-25;1;3;89.47;89.47;0.0;Recebido;Cartão de Crédito
CR011461;VEN008832;CLI117;2024-06-25;2024-08-24;2024-08-24;2;3;89.47;89.47;0.0;Recebido;Cartão de Crédito
CR011462;VEN008832;CLI117;2024-06-25;2024-09-23;2024-09-23;3;3;89.48;89.48;0.0;Recebido;Cartão de Crédito
CR011463;VEN008833;CLI031;2024-06-18;2024-06-18;2024-06-18;1;1;109.37;109.37;0.0;Recebido;PIX
CR011464;VEN008834;CLI046;2024-06-07;2024-07-07;2024-07-09;1;1;328.1;328.1;0.0;Recebido;Cartão de Crédito
CR011465;VEN008835;CLI103;2024-06-23;2024-07-23;2024-07-24;1;1;109.37;109.37;0.0;Recebido;Cartão de Crédito
CR011466;VEN008836;CLI020;2024-06-01;2024-07-01;2024-07-01;1;1;437.47;437.47;0.0;Recebido;Cartão de Crédito
CR011467;VEN008837;CLI009;2024-06-16;2024-06-16;2024-06-18;1;1;109.37;109.37;0.0;Recebido;PIX
CR011468;VEN008838;CLI077;2024-06-11;2024-07-11;2024-07-11;1;1;109.37;109.37;0.0;Recebido;Cartão de Crédito
CR011469;VEN008839;CLI055;2024-06-05;2024-07-05;2024-07-06;1;1;205.1;205.1;0.0;Recebido;Cartão de Crédito
CR011470;VEN008840;CLI025;2024-06-27;2024-07-27;2024-07-28;1;1;410.2;410.2;0.0;Recebido;Cartão de Crédito
CR011471;VEN008841;CLI015;2024-06-06;2024-06-06;2024-06-06;1;1;205.1;205.1;0.0;Recebido;PIX
CR011472;VEN008842;CLI098;2024-06-23;2024-06-23;2024-06-23;1;1;205.1;205.1;0.0;Recebido;PIX
CR011473;VEN008843;CLI116;2024-06-14;2024-07-14;2024-07-15;1;2;102.55;102.55;0.0;Recebido;Cartão de Crédito
CR011474;VEN008843;CLI116;2024-06-14;2024-08-13;2024-08-14;2;2;102.55;102.55;0.0;Recebido;Cartão de Crédito
CR011475;VEN008844;CLI112;2024-06-14;2024-06-14;2024-06-14;1;1;205.1;205.1;0.0;Recebido;PIX
CR011476;VEN008845;CLI090;2024-06-14;2024-07-14;2024-07-16;1;1;205.1;205.1;0.0;Recebido;Cartão de Crédito
CR011477;VEN008846;CLI030;2024-06-07;2024-07-07;2024-07-07;1;1;205.1;205.1;0.0;Recebido;Cartão de Crédito
CR011478;VEN008847;CLI108;2024-06-07;2024-06-07;2024-06-07;1;1;205.1;205.1;0.0;Recebido;PIX
CR011479;VEN008848;CLI102;2024-06-11;2024-07-11;2024-07-13;1;2;102.55;102.55;0.0;Recebido;Cartão de Crédito
CR011480;VEN008848;CLI102;2024-06-11;2024-08-10;2024-08-10;2;2;102.55;102.55;0.0;Recebido;Cartão de Crédito
CR011481;VEN008849;CLI051;2024-06-24;2024-06-24;2024-06-25;1;1;120.48;120.48;0.0;Recebido;Cartão de Débito
CR011482;VEN008850;CLI052;2024-06-09;2024-07-09;2024-07-11;1;3;40.16;40.16;0.0;Recebido;Cartão de Crédito
CR011483;VEN008850;CLI052;2024-06-09;2024-08-08;2024-08-08;2;3;40.16;40.16;0.0;Recebido;Cartão de Crédito
CR011484;VEN008850;CLI052;2024-06-09;2024-09-07;2024-09-08;3;3;40.16;40.16;0.0;Recebido;Cartão de Crédito
CR011485;VEN008851;CLI095;2024-06-02;2024-07-02;2024-07-02;1;1;240.97;240.97;0.0;Recebido;Cartão de Crédito
CR011486;VEN008852;CLI094;2024-06-26;2024-07-26;2024-07-28;1;1;120.48;120.48;0.0;Recebido;Cartão de Crédito
CR011487;VEN008853;CLI089;2024-06-08;2024-06-08;2024-06-10;1;1;361.45;361.45;0.0;Recebido;Cartão de Débito
CR011488;VEN008854;CLI030;2024-06-08;2024-06-08;2024-06-08;1;1;120.48;120.48;0.0;Recebido;Cartão de Débito
CR011489;VEN008855;CLI098;2024-06-01;2024-07-01;2024-07-01;1;3;50.02;50.02;0.0;Recebido;Cartão de Crédito
CR011490;VEN008855;CLI098;2024-06-01;2024-07-31;2024-08-01;2;3;50.02;50.02;0.0;Recebido;Cartão de Crédito
CR011491;VEN008855;CLI098;2024-06-01;2024-08-30;2024-08-30;3;3;50.02;50.02;0.0;Recebido;Cartão de Crédito
CR011492;VEN008856;CLI059;2024-06-30;2024-06-30;2024-07-01;1;1;150.06;150.06;0.0;Recebido;Cartão de Débito
CR011493;VEN008857;CLI092;2024-06-24;2024-06-24;2024-06-25;1;1;300.11;300.11;0.0;Recebido;PIX
CR011494;VEN008858;CLI107;2024-06-04;2024-06-04;2024-06-04;1;1;150.06;150.06;0.0;Recebido;PIX
CR011495;VEN008859;CLI093;2024-06-25;2024-06-25;2024-06-27;1;1;150.06;150.06;0.0;Recebido;PIX
CR011496;VEN008860;CLI044;2024-06-23;2024-07-23;2024-07-25;1;1;300.11;300.11;0.0;Recebido;Cartão de Crédito
CR011497;VEN008861;CLI046;2024-06-11;2024-07-11;2024-07-11;1;2;75.03;75.03;0.0;Recebido;Cartão de Crédito
CR011498;VEN008861;CLI046;2024-06-11;2024-08-10;2024-08-12;2;2;75.03;75.03;0.0;Recebido;Cartão de Crédito
CR011499;VEN008862;CLI039;2024-06-11;2024-07-11;2024-07-11;1;1;150.06;150.06;0.0;Recebido;Cartão de Crédito
CR011500;VEN008863;CLI011;2024-06-21;2024-06-21;2024-06-21;1;1;142.25;142.25;0.0;Recebido;Cartão de Débito
CR011501;VEN008864;CLI002;2024-06-08;2024-07-08;2024-07-08;1;1;142.25;142.25;0.0;Recebido;Cartão de Crédito
CR011502;VEN008865;CLI066;2024-06-02;2024-06-02;2024-06-02;1;1;284.51;284.51;0.0;Recebido;Cartão de Débito
CR011503;VEN008866;CLI024;2024-06-14;2024-06-14;2024-06-14;1;1;426.76;426.76;0.0;Recebido;PIX
CR011504;VEN008867;CLI108;2024-06-27;2024-06-27;2024-06-27;1;1;142.25;142.25;0.0;Recebido;PIX
CR011505;VEN008868;CLI120;2024-06-18;2024-07-18;2024-07-19;1;3;94.84;94.84;0.0;Recebido;Cartão de Crédito
CR011506;VEN008868;CLI120;2024-06-18;2024-08-17;2024-08-17;2;3;94.84;94.84;0.0;Recebido;Cartão de Crédito
CR011507;VEN008868;CLI120;2024-06-18;2024-09-16;2024-09-16;3;3;94.83;94.83;0.0;Recebido;Cartão de Crédito
CR011508;VEN008869;CLI009;2024-06-25;2024-06-25;2024-06-25;1;1;142.25;142.25;0.0;Recebido;PIX
CR011509;VEN008870;CLI010;2024-06-19;2024-07-19;2024-07-20;1;1;284.51;284.51;0.0;Recebido;Cartão de Crédito
CR011510;VEN008871;CLI044;2024-06-08;2024-06-08;2024-06-08;1;1;142.25;142.25;0.0;Recebido;Cartão de Débito
CR011511;VEN008872;CLI094;2024-06-12;2024-06-12;2024-06-12;1;1;142.25;142.25;0.0;Recebido;PIX
CR011512;VEN008873;CLI027;2024-06-12;2024-06-12;2024-06-12;1;1;142.25;142.25;0.0;Recebido;PIX
CR011513;VEN008874;CLI104;2024-06-25;2024-07-25;2024-07-27;1;1;142.25;142.25;0.0;Recebido;Cartão de Crédito
CR011514;VEN008875;CLI014;2024-06-27;2024-07-27;2024-07-27;1;1;142.25;142.25;0.0;Recebido;Cartão de Crédito
CR011515;VEN008876;CLI034;2024-06-28;2024-07-28;2024-07-28;1;1;426.76;426.76;0.0;Recebido;Cartão de Crédito
CR011516;VEN008877;CLI069;2024-06-02;2024-07-02;2024-07-03;1;2;80.92;80.92;0.0;Recebido;Cartão de Crédito
CR011517;VEN008877;CLI069;2024-06-02;2024-08-01;2024-08-01;2;2;80.92;80.92;0.0;Recebido;Cartão de Crédito
CR011518;VEN008878;CLI069;2024-06-09;2024-06-09;2024-06-09;1;1;161.84;161.84;0.0;Recebido;PIX
CR011519;VEN008879;CLI107;2024-06-09;2024-07-09;2024-07-11;1;1;323.68;323.68;0.0;Recebido;Cartão de Crédito
CR011520;VEN008880;CLI079;2024-06-21;2024-07-21;2024-07-22;1;1;307.5;307.5;0.0;Recebido;Cartão de Crédito
CR011521;VEN008881;CLI086;2024-06-13;2024-06-13;2024-06-15;1;1;323.68;323.68;0.0;Recebido;Cartão de Débito
CR011522;VEN008882;CLI054;2024-06-29;2024-06-29;2024-06-29;1;1;161.84;161.84;0.0;Recebido;PIX
CR011523;VEN008883;CLI048;2024-06-06;2024-06-06;2024-06-06;1;1;161.84;161.84;0.0;Recebido;PIX
CR011524;VEN008884;CLI117;2024-06-10;2024-07-10;2024-07-12;1;3;53.95;53.95;0.0;Recebido;Cartão de Crédito
CR011525;VEN008884;CLI117;2024-06-10;2024-08-09;2024-08-10;2;3;53.95;53.95;0.0;Recebido;Cartão de Crédito
CR011526;VEN008884;CLI117;2024-06-10;2024-09-08;2024-09-08;3;3;53.94;53.94;0.0;Recebido;Cartão de Crédito
CR011527;VEN008885;CLI012;2024-06-28;2024-07-28;2024-07-30;1;1;161.84;161.84;0.0;Recebido;Cartão de Crédito
CR011528;VEN008886;CLI011;2024-06-18;2024-06-18;2024-06-18;1;1;485.52;485.52;0.0;Recebido;PIX
CR011529;VEN008887;CLI104;2024-06-01;2024-06-01;2024-06-01;1;1;161.84;161.84;0.0;Recebido;Cartão de Débito
CR011530;VEN008888;CLI054;2024-06-30;2024-07-30;2024-07-30;1;1;323.68;323.68;0.0;Recebido;Cartão de Crédito
CR011531;VEN008889;CLI028;2024-06-17;2024-07-17;2024-07-18;1;1;485.52;485.52;0.0;Recebido;Cartão de Crédito
CR011532;VEN008890;CLI033;2024-06-23;2024-07-23;2024-07-23;1;1;153.75;153.75;0.0;Recebido;Cartão de Crédito
CR011533;VEN008891;CLI097;2024-06-29;2024-07-29;2024-07-29;1;3;53.95;53.95;0.0;Recebido;Cartão de Crédito
CR011534;VEN008891;CLI097;2024-06-29;2024-08-28;2024-08-30;2;3;53.95;53.95;0.0;Recebido;Cartão de Crédito
CR011535;VEN008891;CLI097;2024-06-29;2024-09-27;2024-09-27;3;3;53.94;53.94;0.0;Recebido;Cartão de Crédito
CR011536;VEN008892;CLI119;2024-06-03;2024-06-03;2024-06-03;1;1;59.89;59.89;0.0;Recebido;PIX
CR011537;VEN008893;CLI108;2024-06-28;2024-07-28;2024-07-29;1;1;179.67;179.67;0.0;Recebido;Cartão de Crédito
CR011538;VEN008894;CLI096;2024-06-14;2024-06-14;2024-06-14;1;1;59.89;59.89;0.0;Recebido;PIX
CR011539;VEN008895;CLI086;2024-06-26;2024-06-26;2024-06-27;1;1;119.78;119.78;0.0;Recebido;Cartão de Débito
CR011540;VEN008896;CLI031;2024-06-14;2024-06-14;2024-06-14;1;1;170.69;170.69;0.0;Recebido;Cartão de Débito
CR011541;VEN008897;CLI024;2024-06-30;2024-06-30;2024-07-01;1;1;113.79;113.79;0.0;Recebido;Cartão de Débito
CR011542;VEN008898;CLI050;2024-06-10;2024-06-10;2024-06-12;1;1;59.89;59.89;0.0;Recebido;Cartão de Débito
CR011543;VEN008899;CLI039;2024-06-07;2024-07-07;2024-07-07;1;2;29.95;29.95;0.0;Recebido;Cartão de Crédito
CR011544;VEN008899;CLI039;2024-06-07;2024-08-06;2024-08-06;2;2;29.94;29.94;0.0;Recebido;Cartão de Crédito
CR011545;VEN008900;CLI013;2024-06-10;2024-07-10;2024-07-11;1;2;59.89;59.89;0.0;Recebido;Cartão de Crédito
CR011546;VEN008900;CLI013;2024-06-10;2024-08-09;2024-08-09;2;2;59.89;59.89;0.0;Recebido;Cartão de Crédito
CR011547;VEN008901;CLI108;2024-06-21;2024-06-21;2024-06-21;1;1;119.78;119.78;0.0;Recebido;Cartão de Débito
CR011548;VEN008902;CLI034;2024-06-27;2024-06-27;2024-06-27;1;1;119.78;119.78;0.0;Recebido;Cartão de Débito
CR011549;VEN008903;CLI112;2024-06-28;2024-07-28;2024-07-28;1;3;18.97;18.97;0.0;Recebido;Cartão de Crédito
CR011550;VEN008903;CLI112;2024-06-28;2024-08-27;2024-08-28;2;3;18.97;18.97;0.0;Recebido;Cartão de Crédito
CR011551;VEN008903;CLI112;2024-06-28;2024-09-26;2024-09-26;3;3;18.96;18.96;0.0;Recebido;Cartão de Crédito
CR011552;VEN008904;CLI015;2024-06-09;2024-07-09;2024-07-09;1;2;59.89;59.89;0.0;Recebido;Cartão de Crédito
CR011553;VEN008904;CLI015;2024-06-09;2024-08-08;2024-08-09;2;2;59.89;59.89;0.0;Recebido;Cartão de Crédito
CR011554;VEN008905;CLI112;2024-06-11;2024-06-11;2024-06-13;1;1;113.79;113.79;0.0;Recebido;PIX
CR011555;VEN008906;CLI002;2024-06-03;2024-06-03;2024-06-04;1;1;119.78;119.78;0.0;Recebido;PIX
CR011556;VEN008907;CLI113;2024-06-11;2024-07-11;2024-07-11;1;1;59.89;59.89;0.0;Recebido;Cartão de Crédito
CR011557;VEN008908;CLI061;2024-06-26;2024-07-26;2024-07-28;1;1;59.89;59.89;0.0;Recebido;Cartão de Crédito
CR011558;VEN008909;CLI092;2024-06-23;2024-06-23;2024-06-25;1;1;89.98;89.98;0.0;Recebido;Cartão de Débito
CR011559;VEN008910;CLI063;2024-06-27;2024-07-27;2024-07-27;1;1;284.16;284.16;0.0;Recebido;Cartão de Crédito
CR011560;VEN008911;CLI015;2024-06-30;2024-07-30;2024-08-01;1;1;189.44;189.44;0.0;Recebido;Cartão de Crédito
CR011561;VEN008912;CLI066;2024-06-05;2024-07-05;2024-07-05;1;3;63.15;63.15;0.0;Recebido;Cartão de Crédito
